FRAME_STOCK,SPEED (IPS),TIME/STRIP,PACKAGE_CODE,Package size ,Package group,Lead frame type by frame stock ,Unit/strip,Process,Data_Before_Filter,Data_After_Filter
F7A015,3.0,191.53,ED-300E3001010K,3X3,SLP,,1170.0,Step Cut,0,0
F7A015,3.0,312.23,ED-300E300B010K,3X3,QFN,0,1170.0,,7,7
F7A015,5.0,313.93,ED-300E3001010K,3X3,SLP,,1170.0,Full Cut,0,0
F7A015,5.0,304.72,ED-300E300B010K,3X3,QFN,0,1170.0,,15,14
F96001,2.0,464.03,ZQ-400E4001007A,4X4,SLP,,585.0,,0,0
F96001,2.0,464.03,ZQ-400E4001007K,4X4,SLP,,585.0,,0,0
FA0028,3.0,187.31,EHC90E190100BAN,9X9,GQFN,,120.0,,0,0
FA0028,3.0,187.31,MH-90E190100DAN,9X9,GQFN,,120.0,,0,0
FA0028,3.0,187.31,MHC90E190100DAJ,9X9,GQFN,,120.0,,0,0
FA0028,3.0,187.31,MHC90E190100DAN,9X9,GQFN,,120.0,,0,0
FA0028,5.0,145.06,EHC90E190100BAN,9X9,GQFN,,120.0,,0,0
FA0028,5.0,145.06,MH-90E190100DAN,9X9,GQFN,,120.0,,0,0
FA0028,5.0,145.06,MHC90E190100DAJ,9X9,GQFN,,120.0,,0,0
FA0028,5.0,145.06,MHC90E190100DAN,9X9,GQFN,,120.0,,0,0
FA0028,9.0,126.14,EHC90E190100BAN,9X9,GQFN,,120.0,,0,0
FA0028,9.0,126.14,MH-90E190100DAN,9X9,GQFN,,120.0,,0,0
FA0028,9.0,126.14,MHC90E190100DAJ,9X9,GQFN,,120.0,,0,0
FA0028,9.0,126.14,MHC90E190100DAN,9X9,GQFN,,120.0,,0,0
FA0034,5.0,511.58,EH-20E120014BAN,2X2,GQFN,,2250.0,,0,0
FA0043,3.0,517.17,XH-20E124018AAJ,2.4X2,GQFN,,1760.0,,0,0
FA0043,3.0,517.17,XH-20E124018AAN,2.4X2,GQFN,,1760.0,,0,0
FA0043,9.0,437.26,XH-20E124018AAJ,2.4X2,GQFN,,1760.0,,0,0
FA0043,9.0,437.26,XH-20E124018AAN,2.4X2,GQFN,,1760.0,,0,0
FA0062,5.0,160.51,MHC60E160080DAJ,6X6,GQFN,,270.0,,0,0
FA0062,5.0,160.51,MHC60E160080DAN,6X6,GQFN,,270.0,,0,0
FA0079,3.0,190.82,TH-50E160048CAN,6X5,GQFN,,360.0,,0,0
FA0079,3.0,190.82,TH-50M260048CAJ,6X5,GQFN,,315.0,,0,0
FA0079,3.0,190.82,TH-50M260048CAN,6X5,GQFN,,315.0,,0,0
FA0079,3.0,190.82,TH-50M260048CBH,6X5,GQFN,,315.0,,0,0
FA0079,3.0,190.82,TH-50M260048CBS,6X5,GQFN,,315.0,,0,0
FA0082,5.0,361.38,EH-16E124016BAJ,2.4X1.6,GQFN,,2250.0,,0,0
FA0082,5.0,361.38,EH-16E124016BAN,2.4X1.6,GQFN,,2250.0,,0,0
FA0093,5.0,455.13,XH-16E116016AAJ,1.6X1.6,GQFN,,3150.0,,0,0
FA0093,5.0,455.13,XH-16E116016AAN,1.6X1.6,GQFN,,3150.0,,0,0
FA0093,5.0,455.13,XH-16E116016ABS,1.6X1.6,GQFN,,3150.0,,0,0
FA0095,3.0,171.15,MH-50E150032BAN,5X5,GQFN,,440.0,,0,0
FA0095,3.0,171.15,MHC50E150032DAJ,5X5,GQFN,,440.0,,0,0
FA0095,3.0,171.15,MHC50E150032DAN,5X5,GQFN,,440.0,,0,0
FA0097,5.0,380.85,XH-20E120024AAJ,2X2,GQFN,,2250.0,,0,0
FA0097,5.0,380.85,XH-20E120024AAN,2X2,GQFN,,2250.0,,0,0
FA0097,5.0,380.85,XH-20E120024ABS,2X2,GQFN,,2250.0,,0,0
FA0097,5.0,380.85,XHC20E120024AAJ,2X2,GQFN,,2250.0,,0,0
FA0105,5.0,444.17,NQC400E400A028B,4X4,QFN,Selective PPF,700.0,,1,0
FA0105,5.0,444.17,XHC24E132024AAJ,3.2X2.4,GQFN,,960.0,,0,0
FA0105,5.0,444.17,XHC24E132024AAN,2.4X3.2,GQFN,,960.0,,0,0
FA0124,3.0,232.7,MH-60M360048DAN,6X6,GQFN,,270.0,,0,0
FA0124,3.0,232.7,MHC60M260048DAN,6X6,GQFN,,270.0,,0,0
FA0124,3.0,232.7,MHC60M360048DAJ,6X6,GQFN,,270.0,,0,0
FA0124,3.0,232.7,MHC60M360048DAN,6X6,GQFN,,270.0,,0,0
FA0124,5.0,214.21,MH-60M360048DAN,6X6,GQFN,,270.0,,0,0
FA0124,5.0,214.21,MHC60M260048DAN,6X6,GQFN,,270.0,,0,0
FA0124,5.0,214.21,MHC60M360048DAJ,6X6,GQFN,,270.0,,0,0
FA0124,5.0,214.21,MHC60M360048DAN,6X6,GQFN,,270.0,,0,0
FA0126,3.0,362.36,THY18S236006CAJ,3.6X1.8,GQFN,,1500.0,,0,0
FA0126,3.0,362.36,THY18S236006CAN,3.6X1.8,GQFN,,1500.0,,0,0
FA0126,5.0,571.5,THY18S236006CAJ,3.6X1.8,GQFN,,1500.0,,0,0
FA0126,5.0,571.5,THY18S236006CAN,3.6X1.8,GQFN,,1500.0,,0,0
FA0129,5.0,203.3,MH-45E145046DAN,4.5X4.5,GQFN,,540.0,,0,0
FA0129,5.0,203.3,MH-45E145046DBH,4.5X4.5,GQFN,,540.0,,0,0
FA0129,5.0,203.3,MH-45E145046DBS,4.5X4.5,GQFN,,540.0,,0,0
FA0132,5.0,83.1,XH-31D243034AAJ,4.3X3.1,GQFN,,780.0,,0,0
FA0132,5.0,83.1,XH-31D243034AAN,4.3X3.1,GQFN,,780.0,,0,0
FA0132,5.0,83.1,XH-31E143034AAN,4.3X3.1,GQFN,,780.0,,0,0
FA0133,2.0,289.0,NH-50E150024SAJ,5X5,GQFN,,440.0,,0,0
FA0133,2.0,289.0,NH-50E150024SAN,5X5,GQFN,,440.0,,0,0
FA0133,2.0,289.0,NHC50E150024SAN,5X5,GQFN,,440.0,,0,0
FA0133,3.0,209.01,NH-50E150024SAJ,5X5,GQFN,,440.0,,0,0
FA0133,3.0,209.01,NH-50E150024SAN,5X5,GQFN,,440.0,,0,0
FA0133,3.0,209.01,NHC50E150024SAN,5X5,GQFN,,440.0,,0,0
FA0133,9.0,181.45,NH-50E150024SAJ,5X5,GQFN,,440.0,,0,0
FA0133,9.0,181.45,NH-50E150024SAN,5X5,GQFN,,440.0,,0,0
FA0133,9.0,181.45,NHC50E150024SAN,5X5,GQFN,,440.0,,0,0
FA0134,3.0,257.9,EH-3ME03L008BAN,3.28X3.23,GQFN,,880.0,,0,0
FA0134,3.0,257.9,EH-3ME13L008BAN,3.28X3.23,GQFN,,880.0,,0,0
FA0134,3.0,257.9,EH-3MS23L008BAJ,3.28X3.28,GQFN,,880.0,,0,0
FA0134,3.0,257.9,EH-3MS23L008BAN,3.28X3.23,GQFN,,880.0,,0,0
FA0134,3.0,257.9,EH-3MS33L008BAJ,3.28X3.28,GQFN,,880.0,,0,0
FA0134,3.0,257.9,EH-3MS33L008BAN,3.28X3.23,GQFN,,880.0,,0,0
FA0134,3.0,257.9,TH-3MS33L008BAN,3.28X3.23,GQFN,,880.0,,0,0
FA0137,5.0,307.67,PH-20E125008AAJ,2X2.5,GQFN,,1820.0,,0,0
FA0137,5.0,307.67,PH-20E125008AAN,2X2.5,GQFN,,1820.0,,0,0
FA0142,3.0,213.99,MH-40E140015DAJ,4X4,GQFN,,700.0,,0,0
FA0142,3.0,213.99,MH-40E140015DAN,4X4,GQFN,,700.0,,0,0
FA0142,3.0,213.99,MH-40E140020DAN,4X4,GQFN,,640.0,,0,0
FA0147,3.0,261.85,EH-26E124008BAJ,2.4X2.6,GQFN,,1500.0,,0,0
FA0147,3.0,261.85,EH-26E124008BAN,2.4X2.6,GQFN,,1500.0,,0,0
FA0147,5.0,173.23,EH-26E124008BAJ,2.4X2.6,GQFN,,1500.0,,0,0
FA0147,5.0,173.23,EH-26E124008BAN,2.4X2.6,GQFN,,1500.0,,0,0
FA0152,3.0,247.4,MHC40E140024DAJ,4X4,GQFN,,700.0,,0,0
FA0152,3.0,247.4,MHC40E140024DAN,4X4,GQFN,,700.0,,0,0
FA0157,3.0,158.82,MH-70E170056DAJ,7X7,GQFN,,200.0,,0,0
FA0157,3.0,158.82,MH-70E170056DAN,7X7,GQFN,,200.0,,0,0
FA0157,3.0,158.82,MHC70E170056DAN,7X7,GQFN,,200.0,,0,0
FA0157,9.0,148.23,MH-70E170056DAJ,7X7,GQFN,,200.0,,0,0
FA0157,9.0,148.23,MH-70E170056DAN,7X7,GQFN,,200.0,,0,0
FA0157,9.0,148.23,MHC70E170056DAN,7X7,GQFN,,200.0,,0,0
FA0160,5.0,239.92,EH-22F130024BAJ,2.2X3,GQFN,,1350.0,,0,0
FA0160,5.0,239.92,TH-22F130024CAJ,2.2X3,GQFN,,1350.0,,0,0
FA0160,5.0,239.92,TH-22F130024CAN,2.2X3,GQFN,,1350.0,,0,0
FA0160,9.0,213.11,EH-22F130024BAJ,2.2X3,GQFN,,1350.0,,0,0
FA0160,9.0,213.11,TH-22F130024CAJ,2.2X3,GQFN,,1350.0,,0,0
FA0160,9.0,213.11,TH-22F130024CAN,2.2X3,GQFN,,1350.0,,0,0
FA0170,5.0,188.12,NHC60E160080SAJ,6X6,GQFN,,270.0,,0,0
FA0170,5.0,188.12,NHC60E160080SAN,6X6,GQFN,,270.0,,0,0
FA0171,5.0,168.02,MH-60E160080DAN,6X6,GQFN,,270.0,,0,0
FA0171,5.0,168.02,MHC60E160080DAJ,6X6,GQFN,,270.0,,0,0
FA0171,5.0,168.02,MHC60E160080DAN,6X6,GQFN,,270.0,,0,0
FA0171,9.0,158.03,MH-60E160080DAN,6X6,GQFN,,270.0,,0,0
FA0171,9.0,158.03,MHC60E160080DAJ,6X6,GQFN,,270.0,,0,0
FA0171,9.0,158.03,MHC60E160080DAN,6X6,GQFN,,270.0,,0,0
FA0180,3.0,130.69,HH-90E190064TAN,9X9,GQFN,,120.0,,0,0
FA0180,3.0,130.69,HH-90S290064TAJ,9X9,GQFN,,120.0,,0,0
FA0180,3.0,130.69,HH-90S290064TAN,9X9,GQFN,,120.0,,0,0
FA0180,3.0,130.69,HH-90S290064TIN,9X9,GQFN,,120.0,,0,0
FA0180,3.0,130.69,MH-90S290064BIN,9X9,GQFN,,120.0,,0,0
FA0184,3.0,152.38,HH-80E180068TAN,8X8,GQFN,,175.0,,0,0
FA0184,3.0,152.38,HH-80S280068TAJ,8X8,GQFN,,175.0,,0,0
FA0184,3.0,152.38,HH-80S280068TAN,8X8,GQFN,,175.0,,0,0
FA0184,3.0,152.38,MH-80S280068DAN,8X8,GQFN,,175.0,,0,0
FA0187,3.0,136.39,HHG90M290031TAN,9X9,GQFN,,120.0,,0,0
FA0187,3.0,136.39,HHG90M390031TAJ,9X9,GQFN,,120.0,,0,0
FA0187,3.0,136.39,HHG90M390031TAN,9X9,GQFN,,120.0,,0,0
FA0212,3.0,159.5,HHC50M260016TAJ,5X6,GQFN,,315.0,,0,0
FA0212,3.0,159.5,HHC50M260016TAN,5X6,GQFN,,315.0,,0,0
FA0215,3.0,150.3,NH-60E160071SAJ,6X6,GQFN,,271.0,,0,0
FA0215,3.0,150.3,NH-60E160071SAN,6X6,GQFN,,271.0,,0,0
FA0215,5.0,153.53,NH-60E160071SAJ,6X6,GQFN,,271.0,,0,0
FA0215,5.0,153.53,NH-60E160071SAN,6X6,GQFN,,271.0,,0,0
FA0215,9.0,137.04,NH-60E160071SAJ,6X6,GQFN,,271.0,,0,0
FA0215,9.0,137.04,NH-60E160071SAN,6X6,GQFN,,271.0,,0,0
FA0221,3.0,178.86,NH-70E170048SAJ,7X7,GQFN,,200.0,,0,0
FA0221,3.0,178.86,NHC70E170048SAJ,7X7,GQFN,,200.0,,0,0
FA0224,3.0,259.36,MH-40E140015DAJ,4X4,GQFN,,700.0,,0,0
FA0225,3.0,174.54,NHC70E170048SAJ,7X7,GQFN,,200.0,,0,0
FJ0002,5.0,190.56,TG-150E100B006R,1X1.5,LGA,,5780.0,,0,0
FJ0002,5.0,190.56,UG-150E100B006R,1X1.5,LGA,,5780.0,,0,0
FJ0002,5.0,190.56,UGC150E100B006R,1X1.5,LGA,,5780.0,,0,0
FJ0002,9.0,254.12,TG-150E100B006R,1X1.5,LGA,,5780.0,,0,0
FJ0002,9.0,254.12,UG-150E100B006R,1X1.5,LGA,,5780.0,,0,0
FJ0002,9.0,254.12,UGC150E100B006R,1X1.5,LGA,,5780.0,,0,0
FJ0003,9.0,292.88,TG-200E200C006R,2X2,LGA,,2470.0,,0,0
FJ0005,9.0,388.62,TG-150E100B006R,1X1.5,LGA,,5780.0,,0,0
FJ0005,9.0,388.62,TGC150E100B006R,1X1.5,LGA,,5780.0,,0,0
FJ0005,9.0,388.62,UG-150E100B006R,1X1.5,LGA,,5780.0,,0,0
FJ0050,5.0,165.92,AG-25B2200049AR,2X2.5,LGA,,2268.0,,0,0
FJ0051,5.0,99.13,AG-25B2200069AR,2X2.5,LGA,,2268.0,,0,0
FJ0055,5.0,225.05,AG-16B2120069AR,1.2X1.6,LGA,,5262.0,,0,0
FJ0076,3.0,699.04,CGD20B2200108AR,2X2,LGA,,2748.0,,0,0
FJ9001,5.0,117.64,BG-30B2250149AR,2.5X3,LGA,,1705.0,,0,0
FJ9004,5.0,225.46,BG-30B2250149AR,2.5X3,LGA,,1705.0,,0,0
FJ9004,5.0,225.46,BG-30B3250149AR,3X2.5,LGA,,1705.0,,0,0
FJ9004,5.0,225.46,LQ-800Z800Z100T,8X8,QFN,0,0.0,,0,0
FJ9004,5.0,225.46,LQ-900Z900Z112T,9X9,QFN,0,0.0,,0,0
FJ9005,5.0,138.57,BG-30B2250149AR,2.5X3,LGA,,1705.0,,0,0
FJ9005,5.0,138.57,PG-30B2250148AR,2.5X3,LGA,,1751.0,,0,0
FJA032,3.0,283.9,HGFE0G5A0108SAR,10X14,LGA,,88.0,,0,0
FJA034,3.0,188.24,HGFE0G5A0110SAR,10X14,LGA,,88.0,,0,0
FJA035,3.0,208.04,HGFE0G4A0123SAR,10X14,LGA,,88.0,,0,0
FJA036,5.0,182.92,KBP70A2C0112RGG,12X7,BGA,,150.0,,0,0
FJE013,3.0,163.57,NBCM0C1M05389HR,21X21,BGA,,40.0,,0,0
FJE013,3.0,163.57,NGCM0C1M05389HR,21X21,LGA,,40.0,,0,0
FJE017,3.0,191.42,GB-70C1700997ER,7X7,BGA,,318.0,,0,0
FJE039,3.0,144.0,BBWH0C1H0273DGR,17X17,BGA,,48.0,,0,0
FJE039,3.0,144.0,BBWH0J2H0273DGR,17X17,BGA,,48.0,,0,0
FJT001,1.0,429.0,GGO40C1600345AR,6X4,LGA,,576.0,,0,0
FJT002,1.0,226.05,GG-40C1600345AR,6X4,LGA,,576.0,,0,0
FJT002,5.0,109.02,GG-40C1600345AR,6X4,LGA,,576.0,,0,0
FJT003,9.0,158.4,,,NAN,,,,0,0
FJT015,1.0,263.62,GG-90C1764036AR,9X7.64,LGA,,112.0,,0,0
FN0020,3.0,363.8,UD-120X100A006D,1X1.25,QFN,0,3744.0,,1,0
FN0020,3.0,363.8,UD-120X100A006P,1X1.25,QFN,0,3744.0,,1,0
FN0030,5.0,197.35,UD-200X220B008A,2.2X2,QFN,Copper,1292.0,,1,0
FN0033,2.0,375.83,UQ-140X180A010P,1.8X1.4,QFN,0,2116.0,,1,0
FN0033,2.0,375.83,UQC140X180A010P,1.8X1.4,QFN,0,2116.0,,1,0
FN0033,3.0,323.33,UQ-140X180A010P,1.8X1.4,QFN,0,2116.0,,0,0
FN0033,3.0,323.33,UQC140X180A010P,1.8X1.4,QFN,0,2116.0,,0,0
FN0059,3.0,244.94,UQ-170X200A012D,2X1.7,QFN,0,1596.0,,1,0
FN0059,3.0,244.94,UQ-170X200A012P,2X1.7,QFN,0,1596.0,,1,0
FN0061,3.0,363.8,UD-180X120A008A,1.2X1.8,QFN,0,2304.0,,1,0
FN0061,3.0,363.8,UD-180X120A008P,1.2X1.8,QFN,0,2304.0,,1,0
FN0061,3.0,363.8,UDC180X120A008D,1.2X1.8,QFN,0,2304.0,,1,0
FN0061,3.0,363.8,XD-180X120A008P,1.2X1.8,QFN,0,2304.0,,1,0
FN0077,5.0,196.5,UD-300X300B010A,3X3,QFN,Copper,616.0,,1,0
FN0115,3.0,214.55,UQ-180E320A020P,1.8X3.2,QFN,Full PPF,1700.0,,1,0
FN0115,3.0,214.55,UQ-180X320A020D,3.2X1.8,QFN,Full PPF,936.0,,0,0
FN0115,3.0,214.55,UQ-180X320A020P,3.2X1.8,QFN,Full PPF,936.0,,0,0
FNF003,3.0,234.9,XQ-200F280A018D,2.8X2,QFN,0,960.0,,1,0
FNF003,3.0,234.9,XQ-200F280A018P,2.8X2,QFN,0,960.0,,1,0
FNF006,3.0,247.74,XQ-160F160A012D,1.6X1.6,QFN,0,2000.0,,1,0
FNF006,3.0,247.74,XQ-160F160A012P,1.6X1.6,QFN,0,2000.0,,1,0
FNF006,3.0,247.74,XQC160F160A012D,1.6X1.6,QFN,0,2000.0,,1,0
FR0005,3.0,383.14,TQ-400E400B024A,4X4,QFN,Copper,700.0,,3,3
FR0005,3.0,383.14,TQ-400E400B024K,4X4,QFN,Copper,700.0,,3,3
FR0005,5.0,231.6,TQ-400E400B024A,4X4,QFN,Copper,700.0,,23,22
FR0005,5.0,231.6,TQ-400E400B024K,4X4,QFN,Copper,700.0,,23,22
FR0006,5.0,197.99,TQ-500E500B032A,5X5,QFN,0,440.0,,13,12
FR0006,5.0,197.99,TQ-500E500B032K,5X5,QFN,0,440.0,,13,12
FR0006,5.0,197.99,TQ-500M500B032A,5X5,QFN,0,440.0,,13,12
FR0006,5.0,197.99,TQ-500M500B032K,5X5,QFN,0,440.0,,13,12
FR0006,5.0,197.99,TQC500E500B032K,5X5,QFN,0,440.0,,13,12
FR0011,5.0,180.98,NQ-600E600B040A,6X6,QFN,Copper,315.0,,11,10
FR0011,5.0,180.98,TQ-600E600B040A,6X6,QFN,Copper,315.0,,11,10
FR0011,5.0,180.98,TQ-600E600B040K,6X6,QFN,Copper,315.0,,11,10
FR0011,5.0,180.98,TQ-600M600B040A,6X6,QFN,Copper,315.0,,11,10
FR0011,5.0,180.98,TQC600E600B040K,6X6,QFN,Copper,315.0,,11,10
FR0015,4.0,202.19,TQ-700E800B052A,8X7,QFN,0,210.0,,1,0
FR0015,4.0,202.19,TQ-700E800B052K,8X7,QFN,0,210.0,,1,0
FR0015,4.0,202.19,TQ-700M800B052A,8X7,QFN,0,210.0,,1,0
FR0015,5.0,154.72,TQ-700E800B052A,8X7,QFN,0,210.0,,1,0
FR0015,5.0,154.72,TQ-700E800B052K,8X7,QFN,0,210.0,,1,0
FR0015,5.0,154.72,TQ-700M800B052A,8X7,QFN,0,210.0,,1,0
FR0018,5.0,231.6,NQ-400E400B024A,4X4,QFN,Copper,700.0,,23,22
FR0018,5.0,231.6,NQ-400E400B024K,4X4,QFN,Copper,700.0,,23,22
FR0018,5.0,231.6,NQC400E400B024A,4X4,QFN,Copper,700.0,,23,22
FR0018,5.0,231.6,TQ-400E400B024A,4X4,QFN,Copper,700.0,,23,22
FR0018,5.0,263.3,TQ-400E400X024A,4X4,SFS,,700.0,,0,0
FR0018,5.0,231.6,TQC400E400B024A,4X4,QFN,Copper,700.0,,23,22
FR0020,5.0,180.84,NQ-350E900B042A,9X3.5,QFN,Copper,330.0,,2,2
FR0020,5.0,180.84,TQ-350D900B042A,9X3.5,QFN,Copper,330.0,,2,2
FR0020,5.0,180.84,TQ-350D900B042E,9X3.5,QFN,Copper,330.0,,2,2
FR0020,5.0,180.84,TQ-350E900B042A,9X3.5,QFN,Copper,330.0,,2,2
FR0020,5.0,180.84,TQ-350E900B042E,9X3.5,QFN,Copper,330.0,,2,2
FR0020,5.0,180.84,TQ-350M900B042A,9X3.5,QFN,Copper,330.0,,2,2
FR0020,5.0,180.84,TQC350E900B042A,9X3.5,QFN,Copper,330.0,,2,2
FR0022,3.0,322.0,NQ-300E3001016A,3X3,SLP,,1170.0,Step Cut,0,0
FR0022,3.0,517.19,NQ-300E300B016A,3X3,QFN,Copper,1170.0,,5,5
FR0022,3.0,517.19,NQ-300E300B016K,3X3,QFN,Copper,1170.0,,5,5
FR0022,3.0,322.0,NQC300E3001016A,3X3,SLP,,1170.0,Step Cut,0,0
FR0022,3.0,517.19,NQC300E300B016A,3X3,QFN,Copper,1170.0,,5,5
FR0022,3.0,517.19,NQC300E300B016K,3X3,QFN,Copper,1170.0,,5,5
FR0022,3.0,517.19,TQ-300E300B016A,3X3,QFN,Copper,1170.0,,5,5
FR0022,3.0,517.19,TQC300E300B016A,3X3,QFN,Copper,1170.0,,5,5
FR0022,5.0,206.67,NQ-300E3001016A,3X3,SLP,,1170.0,Full Cut,0,0
FR0022,5.0,259.97,NQ-300E300B016A,3X3,QFN,Copper,1170.0,,10,10
FR0022,5.0,259.97,NQ-300E300B016K,3X3,QFN,Copper,1170.0,,10,10
FR0022,5.0,206.67,NQC300E3001016A,3X3,SLP,,1170.0,Full Cut,0,0
FR0022,5.0,259.97,NQC300E300B016A,3X3,QFN,Copper,1170.0,,10,10
