FRAME_STOCK,SPEED (IPS),TIME/STRIP,PACKAGE_CODE,Package size ,Package group,Lead frame,Unit/strip,Strip/lot,Process,Data_Before_Filter,Data_After_Filter
FR0625,3.0,297.51,ND-300E300B010P,3X3,QFN,PPF,1170.0,30.0,,6,4
FR0630,3.0,490.25,NQ-500E500C024A,5X5,QFN,Cu,440.0,40.0,,4,3
FR0630,3.0,490.25,NQ-500E500C024K,5X5,QFN,Cu,440.0,40.0,,4,3
FR0630,3.0,483.02,NQ-500E500X024A,5X5,SFS,,440.0,40.0,,0,0
FR0630,3.0,483.02,NQ-500E500X024K,5X5,SFS,,440.0,40.0,,0,0
FR0630,3.0,483.02,NQ-500E500X024U,5X5,SFS,,440.0,40.0,,0,0
FR0643,5.0,192.82,NQ-500E5001032A,5X5,SLP,Cu,440.0,40.0,Full Cut,8,8
FR0643,5.0,223.44,NQ-500E500B032A,5X5,QFN,CU,440.0,40.0,,13,13
FR0643,5.0,223.44,NQ-500E500B032K,5X5,QFN,CU,440.0,40.0,,13,13
FR0643,5.0,223.44,NQ-500E500B032U,5X5,QFN,CU,440.0,40.0,,13,13
FR0643,5.0,223.44,NQ-500S500B032A,5X5,QFN,CU,440.0,40.0,,13,13
FR0643,5.0,197.82,NQ-500S500X032A,5X5,SFS,,440.0,40.0,,0,0
FR0643,5.0,192.82,NQC500E5001032A,5X5,SLP,Cu,440.0,40.0,Full Cut,8,8
FR0643,5.0,223.44,NQC500E500B032A,5X5,QFN,CU,440.0,40.0,,13,13
FR0643,5.0,223.44,NQC500E500B032K,5X5,QFN,CU,440.0,40.0,,13,13
FR0643,5.0,223.44,NQC500E500B032U,5X5,QFN,CU,440.0,40.0,,13,13
FR0643,5.0,223.44,TQ-500E500B032A,5X5,QFN,CU,440.0,40.0,,13,13
FR0643,5.0,197.82,TQ-500E500X032A,5X5,SFS,,440.0,40.0,,0,0
FR0643,5.0,223.44,TQ-500M500B032A,5X5,QFN,CU,440.0,40.0,,13,13
FR0643,5.0,223.44,TQC500E500B032A,5X5,QFN,CU,440.0,40.0,,13,13
FR0643,5.0,223.44,TQC500E500B032K,5X5,QFN,CU,440.0,40.0,,13,13
FR0654,3.0,550.21,ND-400E400C012A,4X4,QFN,Cu,700.0,40.0,,1,0
FR0654,3.0,550.21,ND-400E400X012A,4X4,SFS,,700.0,40.0,,0,0
FR0654,3.0,550.21,ND-400E400X012K,4X4,SFS,,700.0,40.0,,0,0
FR0654,5.0,176.63,ND-400E400C012A,4X4,QFN,CU,700.0,40.0,,12,11
FR0654,5.0,228.72,ND-400E400X012A,4X4,SFS,,700.0,40.0,,0,0
FR0654,5.0,228.72,ND-400E400X012K,4X4,SFS,,700.0,40.0,,0,0
FR0661,5.0,234.04,NQC300E300B016U,3X3,QFN,CU,1170.0,30.0,,9,8
FR0661,5.0,234.04,TDC300E300B016K,3X3,QFN,CU,1170.0,30.0,,9,8
FR0661,5.0,234.04,TQ-300E300B016A,3X3,QFN,CU,1170.0,30.0,,9,8
FR0661,5.0,234.04,TQ-300E300B016K,3X3,QFN,CU,1170.0,30.0,,9,8
FR0661,5.0,234.04,TQC300E300B016K,3X3,QFN,CU,1170.0,30.0,,9,8
FR0674,5.0,204.33,TQ-300E600B028A,6X3,QFN,CU,585.0,40.0,,2,2
FR0674,5.0,204.33,TQ-300E600B028K,6X3,QFN,CU,585.0,40.0,,2,2
FR0694,3.0,379.0,TD-200S160Z004D,1.6X2,QFN,PPF,2990.0,24.0,,1,0
FR0694,3.0,379.0,TD-200S160Z004P,1.6X2,QFN,PPF,2990.0,24.0,,1,0
FR0699,3.0,463.68,MQC500E5001032A,5X5,SLP,Cu,440.0,40.0,Step Cut,4,4
FR0699,3.0,490.25,NQ-500E500B032A,5X5,QFN,Cu,440.0,40.0,,4,3
FR0699,3.0,490.25,NQ-500E500B032K,5X5,QFN,Cu,440.0,40.0,,4,3
FR0699,3.0,473.11,NQ-500E500X032A,5X5,SFS,,440.0,40.0,,0,0
FR0699,3.0,463.68,NQ-500S5001032A,5X5,SLP,Cu,440.0,40.0,Step Cut,4,4
FR0699,3.0,490.25,NQ-500S500B032A,5X5,QFN,Cu,440.0,40.0,,4,3
FR0699,3.0,473.11,NQ-500S500X032A,5X5,SFS,,440.0,40.0,,0,0
FR0699,3.0,463.68,NQC500E5001032A,5X5,SLP,Cu,440.0,40.0,Step Cut,4,4
FR0699,3.0,490.25,NQC500E500B032A,5X5,QFN,Cu,440.0,40.0,,4,3
FR0726,5.0,218.51,NQ-300E3001020A,3X3,SLP,Cu,1170.0,30.0,Full Cut,13,12
FR0726,5.0,234.04,NQ-300E300B020A,3X3,QFN,CU,1170.0,30.0,,9,8
FR0726,5.0,234.04,TQ-300E300B020A,3X3,QFN,CU,1170.0,30.0,,9,8
FR0726,5.0,234.04,TQ-300E300B020K,3X3,QFN,CU,1170.0,30.0,,9,8
FR0726,5.0,234.04,TQC300E300B020A,3X3,QFN,CU,1170.0,30.0,,9,8
FR0726,5.0,234.04,TQC300E300B020K,3X3,QFN,CU,1170.0,30.0,,9,8
FR0736,3.0,152.28,MQC900S900B064D,9X9,QFN,PPF,120.0,30.0,,2,2
FR0736,3.0,152.28,NQ-900E900B064D,9X9,QFN,PPF,120.0,40.0,,2,2
FR0736,3.0,152.28,NQ-900E900B064P,9X9,QFN,PPF,120.0,40.0,,2,2
FR0736,3.0,152.28,NQC900E900B064D,9X9,QFN,PPF,120.0,40.0,,2,2
FR0736,3.0,152.28,NQC900E900B064P,9X9,QFN,PPF,120.0,40.0,,2,2
FR0736,3.0,152.28,TQC900E900B064P,9X9,QFN,PPF,120.0,40.0,,2,2
FR0737,3.0,326.0,TD-200E200C006D,2X2,QFN,PPF,2470.0,20.0,,4,4
FR0737,3.0,326.0,TD-200E200C006P,2X2,QFN,PPF,2470.0,20.0,,4,4
FR0737,3.0,326.0,TDC200E200C006D,2X2,QFN,PPF,2470.0,20.0,,4,4
FR0737,3.0,326.0,TDC200E200C006P,2X2,QFN,PPF,2470.0,20.0,,4,4
FR0773,5.0,228.12,ND-400E3001012A,3X4,SLP,Cu,910.0,40.0,Full Cut,2,2
FR0773,5.0,215.72,ND-400E300B012A,3X4,QFN,CU,910.0,40.0,,3,3
FR0773,5.0,228.12,NDC400E3001012A,3X4,SLP,Cu,910.0,40.0,Full Cut,2,2
FR0773,5.0,228.12,NDC400E3001012K,3X4,SLP,Cu,910.0,40.0,Full Cut,2,2
FR0773,5.0,215.72,NDC400E300B012A,3X4,QFN,CU,910.0,40.0,,3,3
FR0773,5.0,215.72,NDC400E300B012K,3X4,QFN,CU,910.0,40.0,,3,3
FR0784,3.0,297.51,MQ-300S300B016P,3X3,QFN,PPF,1170.0,30.0,,6,4
FR0784,3.0,297.51,MQC300S300B016P,3X3,QFN,PPF,1170.0,30.0,,6,4
FR0784,3.0,297.51,NQ-300E300B016D,3X3,QFN,PPF,1170.0,30.0,,6,4
FR0784,3.0,297.51,NQ-300E300B016P,3X3,QFN,PPF,1170.0,30.0,,6,4
FR0784,3.0,297.51,NQC300E300B016D,3X3,QFN,PPF,1170.0,30.0,,6,4
FR0784,3.0,297.51,NQC300E300B016P,3X3,QFN,PPF,1170.0,30.0,,6,4
FR0784,3.0,234.0,TQ-300E300B016D,3X3,QFN,PPF,1824.0,30.0,,1,0
FR0784,3.0,297.51,TQ-300E300B016P,3X3,QFN,PPF,1170.0,30.0,,6,4
FR0784,3.0,297.51,TQC300E300B016D,3X3,QFN,PPF,1170.0,30.0,,6,4
FR0784,3.0,297.51,TQC300E300B016P,3X3,QFN,PPF,1170.0,30.0,,6,4
FR0785,3.0,589.8,MQ-400E4001024A,4X4,SLP,Cu,700.0,40.0,Step Cut,1,0
FR0785,3.0,589.8,MQ-400E4001024K,4X4,SLP,Cu,700.0,40.0,Step Cut,1,0
FR0785,3.0,589.8,NQ-400E4001024A,4X4,SLP,Cu,700.0,40.0,Step Cut,1,0
FR0785,3.0,589.8,NQ-400E4001024K,4X4,SLP,Cu,700.0,40.0,Step Cut,1,0
FR0785,3.0,589.8,NQ-400E400B024A,4X4,QFN,Cu,700.0,40.0,,1,0
FR0785,3.0,589.8,NQ-400E400X024A,4X4,SFS,,700.0,40.0,,0,0
FR0785,3.0,589.8,NQ-400E400X024K,4X4,SFS,,700.0,40.0,,0,0
FR0785,3.0,589.8,NQC400E4001024A,4X4,SLP,Cu,700.0,40.0,Step Cut,1,0
FR0785,5.0,209.28,MQ-400E4001024A,4X4,SLP,Cu,700.0,40.0,Full Cut,9,9
FR0785,5.0,209.28,MQ-400E4001024K,4X4,SLP,Cu,700.0,40.0,Full Cut,9,9
FR0785,5.0,209.28,NQ-400E4001024A,4X4,SLP,Cu,700.0,40.0,Full Cut,9,9
FR0785,5.0,209.28,NQ-400E4001024K,4X4,SLP,Cu,700.0,40.0,Full Cut,9,9
FR0785,5.0,176.63,NQ-400E400B024A,4X4,QFN,CU,700.0,40.0,,12,11
FR0785,5.0,216.48,NQ-400E400X024A,4X4,SFS,,700.0,40.0,,0,0
FR0785,5.0,216.48,NQ-400E400X024K,4X4,SFS,,700.0,40.0,,0,0
FR0785,5.0,209.28,NQC400E4001024A,4X4,SLP,Cu,700.0,40.0,Full Cut,9,9
FR0798,5.0,227.19,TQ-500M600A042A,6X5,QFN,CU,360.0,40.0,,4,4
FR0800,3.0,297.51,TDC300M300C008P,3X3,QFN,PPF,1170.0,30.0,,6,4
FR0800,3.0,297.51,TDW300E300C008P,3X3,QFN,PPF,1170.0,30.0,,6,4
FR0800,3.0,297.51,TDW300M300C008P,3X3,QFN,PPF,1170.0,30.0,,6,4
FR0868,3.0,308.36,MQD400E650Z022C,6.5X4,QFN,Cu,450.0,40.0,,1,0
FR0868,3.0,308.36,MQD400E650Z022N,6.5X4,QFN,Cu,450.0,40.0,,1,0
FR0875,3.0,202.62,NQ-700E700A056P,7X7,QFN,PPF,240.0,40.0,,1,0
FR0875,3.0,202.62,NQC700E700A056P,7X7,QFN,PPF,240.0,40.0,,1,0
FR0888,3.0,164.83,NQ-500E500B032D,5X5,QFN,PPF,440.0,40.0,,5,4
FR0888,3.0,164.83,NQ-500E500B032P,5X5,QFN,PPF,440.0,40.0,,5,4
FR0888,3.0,164.83,NQC500E500B032D,5X5,QFN,PPF,440.0,40.0,,5,4
FR0888,3.0,164.83,NQC500E500B032P,5X5,QFN,PPF,440.0,40.0,,5,4
FR0896,3.0,217.83,NQ-400E400C016D,4X4,QFN,PPF,700.0,40.0,,6,6
FR0896,3.0,217.83,NQ-400E400C016P,4X4,QFN,PPF,700.0,40.0,,6,6
FR0929,3.0,193.41,MQ-600M600B040B,6X6,QFN,PPF,315.0,40.0,,3,3
FR0929,3.0,193.41,NQ-600E600B040D,6X6,QFN,PPF,315.0,40.0,,3,3
FR0929,3.0,193.41,NQ-600E600B040P,6X6,QFN,PPF,315.0,40.0,,3,3
FR0929,3.0,193.41,NQC600E600B040D,6X6,QFN,PPF,315.0,40.0,,3,3
FR0929,3.0,193.41,NQC600E600B040P,6X6,QFN,PPF,315.0,40.0,,3,3
FR0929,3.0,193.41,NQW600E600B040D,6X6,QFN,PPF,315.0,40.0,,3,3
FR0929,3.0,193.41,NQW600E600B040P,6X6,QFN,PPF,315.0,40.0,,3,3
FR0934,3.0,490.25,NQ-500E500C024A,5X5,QFN,Cu,440.0,40.0,,4,3
FR0934,3.0,501.28,NQ-500E500X024A,5X5,SFS,,440.0,40.0,,0,0
FR0934,3.0,501.28,NQ-500E500X024K,5X5,SFS,,440.0,40.0,,0,0
FR0944,5.0,192.82,NQ-500E5001028A,5X5,SLP,Cu,440.0,40.0,Full Cut,8,8
FR0944,5.0,223.44,NQ-500E500B028A,5X5,QFN,CU,440.0,40.0,,13,13
FR0944,5.0,223.44,NQC500E500B028A,5X5,QFN,CU,440.0,40.0,,13,13
FR0946,5.0,234.04,NQ-300E300B016A,3X3,QFN,CU,1170.0,30.0,,9,8
FR0946,5.0,234.04,NQ-300E300B016K,3X3,QFN,CU,1170.0,30.0,,9,8
FR0946,5.0,234.04,NQC300E300B016A,3X3,QFN,CU,1170.0,30.0,,9,8
FR0946,5.0,234.04,TQ-300E300B016A,3X3,QFN,CU,1170.0,30.0,,9,8
FR0946,5.0,234.04,TQC300E300B016A,3X3,QFN,CU,1170.0,30.0,,9,8
FR0958,3.0,217.83,NQ-400E400B020D,4X4,QFN,PPF,700.0,40.0,,6,6
FR0958,3.0,217.83,NQ-400E400B020P,4X4,QFN,PPF,700.0,40.0,,6,6
FR0958,3.0,217.83,NQC400E400B020D,4X4,QFN,PPF,700.0,30.0,,6,6
FR0968,5.0,165.72,NQ-600E600B036A,6X6,QFN,CU,315.0,40.0,,6,6
FR0968,5.0,165.72,NQ-600E600B036K,6X6,QFN,CU,315.0,40.0,,6,6
FR0968,5.0,165.72,NQ-600S600B036A,6X6,QFN,CU,315.0,40.0,,6,6
FR0969,5.0,148.25,MQC700E700B048A,7X7,QFN,CU,240.0,40.0,,6,5
FR0969,5.0,148.25,NQ-700E700B048A,7X7,QFN,CU,240.0,40.0,,6,5
FR0969,5.0,148.25,NQ-700E700B048K,7X7,QFN,CU,240.0,40.0,,6,5
FR0969,5.0,148.25,NQC700E700B048A,7X7,QFN,CU,240.0,40.0,,6,5
FR0969,5.0,148.25,NQC700E700B048K,7X7,QFN,CU,240.0,40.0,,6,5
FR0969,5.0,148.69,TQ-700E7001048A,7X7,SLP,Cu,240.0,40.0,Full Cut,9,8
FR0969,5.0,148.25,TQ-700E700B048A,7X7,QFN,CU,240.0,40.0,,6,5
FR0969,5.0,148.25,TQ-700E700B048K,7X7,QFN,CU,240.0,40.0,,6,5
FR0969,5.0,148.25,TQC700E700B048K,7X7,QFN,CU,240.0,40.0,,6,5
FR0979,5.0,234.04,TQ-300E300B016A,3X3,QFN,CU,1170.0,30.0,,9,8
FR0979,5.0,234.04,TQ-300E300B016K,3X3,QFN,CU,1170.0,30.0,,9,8
FR0979,5.0,234.04,TQC300E300B016K,3X3,QFN,CU,1170.0,30.0,,9,8
FR0986,3.0,219.05,MQD415E600Z015C,6X4.15,QFN,Cu,405.0,40.0,,1,0
FR0986,3.0,219.05,MQD415E600Z015N,6X4.15,QFN,Cu,405.0,40.0,,1,0
FR0987,3.0,174.81,MQ-A00EA00B072D,10X10,QFN,PPF,120.0,40.0,,3,3
FR0987,3.0,174.81,MQ-A00EA00B072P,10X10,QFN,PPF,120.0,40.0,,3,3
FR0987,3.0,174.81,MQ-A00MA00B072D,10X10,QFN,PPF,120.0,40.0,,3,3
FR0987,3.0,174.81,MQ-A00MA00B072P,10X10,QFN,PPF,120.0,40.0,,3,3
FR0987,3.0,174.81,NQ-A00EA00B072P,10X10,QFN,PPF,120.0,40.0,,3,3
FR0987,3.0,174.81,NQ-A00MA00B072P,10X10,QFN,PPF,120.0,40.0,,3,3
FR0987,3.0,174.81,NQCA00EA00B072P,10X10,QFN,PPF,120.0,30.0,,3,3
FR0989,5.0,148.69,NQ-700E7001048A,7X7,SLP,Cu,240.0,30.0,Full Cut,9,8
FR0989,5.0,148.69,NQ-700E7001048K,7X7,SLP,Cu,240.0,40.0,Full Cut,9,8
FR0989,5.0,148.25,NQ-700E700B048A,7X7,QFN,CU,240.0,40.0,,6,5
FR0989,5.0,148.69,NQC700E7001048A,7X7,SLP,Cu,240.0,40.0,Full Cut,9,8
FR0989,5.0,148.69,NQC700E7001048K,7X7,SLP,Cu,240.0,40.0,Full Cut,9,8
FR0989,5.0,148.25,TQ-700E700B048A,7X7,QFN,CU,240.0,40.0,,6,5
FR1010,5.0,220.87,ND-200E300B008A,3X2,QFN,CU,1690.0,30.0,,1,0
FR1010,5.0,220.87,ND-200E300B008K,3X2,QFN,CU,1690.0,30.0,,1,0
FR1010,5.0,220.87,NDC200E300B008A,3X2,QFN,CU,1690.0,20.0,,1,0
FR1027,3.0,423.09,TD-150E150B006P,1.5X1.5,QFN,PPF,4080.0,12.0,,2,2
FR1027,3.0,423.09,TDC150E150B006D,1.5X1.5,QFN,PPF,4080.0,18.0,,2,2
FR1027,3.0,423.09,TDC150E150B006P,1.5X1.5,QFN,PPF,4080.0,18.0,,2,2
FR1039,5.0,223.44,NQC500E500A040A,5X5,QFN,CU,440.0,40.0,,13,13
FR1039,5.0,223.44,NQC500E500A040K,5X5,QFN,CU,440.0,40.0,,13,13
FR1039,5.0,236.75,NQC500E500X040U,5X5,SFS,,440.0,40.0,,0,0
FR1039,5.0,223.44,NQW500S500A040A,5X5,QFN,CU,440.0,40.0,,13,13
FR1039,5.0,223.44,TQ-500E500A040A,5X5,QFN,CU,440.0,40.0,,13,13
FR1039,5.0,223.44,TQC500E500A040A,5X5,QFN,CU,440.0,40.0,,13,13
FR1051,3.0,610.2,ND-300E300B010A,3X3,QFN,Cu,1170.0,30.0,,2,2
FR1051,3.0,610.2,ND-300E300B010K,3X3,QFN,Cu,1170.0,30.0,,2,2
FR1051,3.0,658.26,ND-300E300X010A,3X3,SFS,,1170.0,30.0,,0,0
FR1055,3.0,208.1,NQ-700E700B048A,7X7,QFN,Cu,240.0,40.0,,2,2
FR1055,3.0,203.34,NQ-700E700X048A,7X7,SFS,,240.0,40.0,,0,0
FR1055,3.0,203.34,NQ-700E700X048K,7X7,SFS,,240.0,40.0,,0,0
FR1056,5.0,278.65,ND-200E200B008A,2X2,QFN,CU,2470.0,20.0,,1,0
FR1056,5.0,278.65,NDC200E200B008A,2X2,QFN,CU,2470.0,20.0,,1,0
FR1056,5.0,278.65,NDC200E200B008K,2X2,QFN,CU,2470.0,20.0,,1,0
FR1077,5.0,146.45,TQ-400E700A044A,7X4,QFN,CU,400.0,40.0,,2,2
FR1086,5.0,304.98,NQ-700Z700A056T,7X7,QFN,CU,0.0,0.0,,1,0
FR1086,5.0,304.98,NQ-700Z700Z056T,7X7,QFN,CU,0.0,0.0,,1,0
FR1086,5.0,304.98,NQ-700Z700Z088T,7X7,QFN,CU,0.0,0.0,,1,0
FR1086,5.0,304.98,NQ-800Z800Z100T,8X8,QFN,CU,0.0,0.0,,0,0
FR1086,5.0,273.9,TD-200E2001008A,2X2,SLP,Cu,2470.0,20.0,Full Cut,5,5
FR1086,5.0,273.9,TD-200E2001008K,2X2,SLP,Cu,2470.0,20.0,Full Cut,5,5
FR1086,5.0,304.98,TD-200E200B008A,2X2,QFN,CU,2470.0,16.0,,1,0
FR1086,5.0,304.98,TD-200E200B008K,2X2,QFN,CU,2470.0,20.0,,1,0
FR1086,5.0,273.9,TDC200E2001008A,2X2,SLP,Cu,2470.0,20.0,Full Cut,5,5
FR1086,5.0,273.9,TDC200E2001008K,2X2,SLP,Cu,2470.0,30.0,Full Cut,5,5
FR1086,5.0,304.98,ZB-G0-1G0361BFT,16X16,BGA,,1.0,1.0,,0,0
FR1114,5.0,215.72,ND-400E300B014A,3X4,QFN,CU,910.0,40.0,,3,3
FR1114,5.0,215.72,NDC400E300B014A,3X4,QFN,CU,910.0,40.0,,3,3
FR1120,5.0,259.88,ND-350E430C008A,4.3X3.5,QFN,CU,720.0,30.0,,1,0
FR1128,5.0,223.44,NQ-500E500A040A,5X5,QFN,CU,440.0,40.0,,13,13
FR1128,5.0,223.44,NQC500E500A040A,5X5,QFN,CU,440.0,40.0,,13,13
FR1138,5.0,218.51,TQ-300E3001012C,3X3,SLP,Cu,1170.0,40.0,Full Cut,13,12
FR1138,5.0,218.51,TQ-300E3001012N,3X3,SLP,Cu,1170.0,40.0,Full Cut,13,12
FR1138,7.0,212.16,TQ-300E3001012C,3X3,SLP,Cu,1170.0,40.0,,0,0
FR1138,7.0,212.16,TQ-300E3001012N,3X3,SLP,Cu,1170.0,40.0,,0,0
FR1141,5.0,209.28,NQ-400E4001024A,4X4,SLP,Cu,700.0,40.0,Full Cut,9,9
FR1141,5.0,176.63,NQ-400E400B024A,4X4,QFN,CU,700.0,40.0,,12,11
FR1141,5.0,209.28,NQC400E4001024A,4X4,SLP,Cu,700.0,40.0,Full Cut,9,9
FR1141,5.0,176.63,NQC400E400B024A,4X4,QFN,CU,700.0,40.0,,12,11
FR1141,5.0,209.28,TQ-400E4001024A,4X4,SLP,Cu,700.0,40.0,Full Cut,9,9
FR1141,5.0,176.63,TQ-400E400B024A,4X4,QFN,CU,700.0,40.0,,12,11
FR1141,5.0,209.28,TQC400E4001024A,4X4,SLP,Cu,700.0,40.0,Full Cut,9,9
FR1151,5.0,154.9,ND-400E400X012E,4X4,SFS,,700.0,40.0,,0,0
FR1151,5.0,192.82,NQ-500E5001028A,5X5,SLP,Cu,440.0,40.0,Full Cut,8,8
FR1151,5.0,192.82,NQC500E5001028A,5X5,SLP,Cu,440.0,40.0,Full Cut,8,8
FR1152,5.0,192.82,NQ-500E5001032A,5X5,SLP,Cu,440.0,40.0,Full Cut,8,8
FR1152,5.0,192.82,NQ-500E5001032K,5X5,SLP,Cu,440.0,40.0,Full Cut,8,8
FR1152,5.0,192.82,NQC500E5001032A,5X5,SLP,Cu,440.0,40.0,Full Cut,8,8
FR1152,5.0,192.82,NQC500E5001032K,5X5,SLP,Cu,440.0,40.0,Full Cut,8,8
FR1158,3.0,490.25,NQ-500E500B028K,5X5,QFN,Cu,440.0,40.0,,4,3
FR1158,3.0,490.25,TQ-500E500B028K,5X5,QFN,Cu,440.0,40.0,,4,3
FR1158,3.0,490.25,TQC500E500B028A,5X5,QFN,Cu,440.0,40.0,,4,3
FR1158,3.0,486.45,TQC500E500X028A,5X5,SFS,,440.0,40.0,,0,0
FR1162,5.0,209.28,NQ-400E4001024A,4X4,SLP,Cu,700.0,40.0,Full Cut,9,9
FR1162,5.0,209.28,NQO400E4001024A,4X4,SLP,Cu,700.0,40.0,Full Cut,9,9
FR1162,5.0,209.28,TQ-400E4001024A,4X4,SLP,Cu,700.0,40.0,Full Cut,9,9
FR1162,5.0,209.28,TQ-400E4001024K,4X4,SLP,Cu,700.0,40.0,Full Cut,9,9
FR1162,5.0,176.63,TQ-400E400B024A,4X4,QFN,CU,700.0,40.0,,12,11
FR1162,5.0,209.28,TQC400E4001024A,4X4,SLP,Cu,700.0,40.0,Full Cut,9,9
FR1162,5.0,209.28,TQC400E4001024K,4X4,SLP,Cu,700.0,30.0,Full Cut,9,9
FR1162,7.0,191.22,NQ-400E4001024A,4X4,SLP,Cu,700.0,40.0,,3,3
FR1162,7.0,191.22,NQO400E4001024A,4X4,SLP,Cu,700.0,40.0,,3,3
FR1162,7.0,191.22,TQ-400E4001024A,4X4,SLP,Cu,700.0,40.0,,3,3
FR1162,7.0,191.22,TQ-400E4001024K,4X4,SLP,Cu,700.0,40.0,,3,3
FR1162,7.0,169.44,TQ-400E400B024A,4X4,QFN,Cu,700.0,40.0,,0,0
FR1162,7.0,191.22,TQC400E4001024A,4X4,SLP,Cu,700.0,40.0,,3,3
FR1162,7.0,191.22,TQC400E4001024K,4X4,SLP,Cu,700.0,30.0,,3,3
FR1164,5.0,132.95,NQC800E800B048A,8X8,QFN,CU,175.0,40.0,,2,2
FR1164,5.0,132.95,NQC800E800B048K,8X8,QFN,CU,175.0,60.0,,2,2
FR1168,5.0,148.69,NQ-700E7001048A,7X7,SLP,Cu,240.0,30.0,Full Cut,9,8
FR1168,5.0,148.69,NQC700M7001048A,7X7,SLP,Cu,240.0,40.0,Full Cut,9,8
FR1168,5.0,148.69,NQC700M7001048K,7X7,SLP,Cu,240.0,40.0,Full Cut,9,8
FR1168,7.0,163.05,NQ-700E7001048A,7X7,SLP,Cu,240.0,30.0,,1,0
FR1168,7.0,163.05,NQC700M7001048A,7X7,SLP,Cu,240.0,40.0,,1,0
FR1168,7.0,163.05,NQC700M7001048K,7X7,SLP,Cu,240.0,40.0,,1,0
FR1171,3.0,193.41,NQ-600E600B040P,6X6,QFN,PPF,315.0,40.0,,3,3
FR1171,3.0,193.41,NQC600E600B040B,6X6,QFN,PPF,315.0,40.0,,3,3
FR1171,3.0,193.41,TQC600E600B040P,6X6,QFN,PPF,315.0,40.0,,3,3
FR1177,5.0,163.62,TQ-500E800Z040A,8X5,QFN,CU,280.0,40.0,,1,0
FR1177,5.0,163.62,TQ-500E800Z040K,8X5,QFN,CU,280.0,40.0,,1,0
FR1182,5.0,273.9,TD-200E2001006A,2X2,SLP,Cu,2470.0,20.0,Full Cut,5,5
FR1182,5.0,247.67,TD-200E200C006A,2X2,QFN,CU,2470.0,20.0,,1,0
FR1182,5.0,247.67,TD-200E200C006K,2X2,QFN,CU,2470.0,20.0,,1,0
FR1182,5.0,247.67,TD-200E200X006A,2X2,SFS,,2470.0,20.0,,0,0
FR1182,5.0,247.67,TD-200E200X006K,2X2,SFS,,2470.0,20.0,,0,0
FR1182,5.0,247.67,TDC200E200C006K,2X2,QFN,CU,2470.0,20.0,,1,0
FR1189,0.0,615.67,ND-300E300X008A,3X3,SFS,,1170.0,30.0,,0,0
FR1189,0.0,615.67,NDC300E300C008A,3X3,QFN,Cu,1170.0,30.0,,0,0
FR1189,0.0,615.67,NDC300E300C008K,3X3,QFN,Cu,1170.0,30.0,,0,0
FR1189,0.0,615.67,NDC300E300X008K,3X3,SFS,,1170.0,30.0,,0,0
FR1189,3.0,576.33,ND-300E300X008A,3X3,SFS,,1170.0,30.0,,0,0
FR1189,3.0,610.2,NDC300E300C008A,3X3,QFN,Cu,1170.0,30.0,,2,2
FR1189,3.0,610.2,NDC300E300C008K,3X3,QFN,Cu,1170.0,30.0,,2,2
FR1189,3.0,576.33,NDC300E300X008K,3X3,SFS,,1170.0,30.0,,0,0
FR1192,7.0,170.07,NQ-500E5001024A,5X5,SLP,Cu,440.0,40.0,,4,4
FR1192,7.0,170.07,NQ-500E5001024K,5X5,SLP,Cu,440.0,40.0,,4,4
FR1192,7.0,167.88,NQ-500E500C024A,5X5,QFN,Cu,440.0,40.0,,0,0
FR1192,7.0,167.88,NQ-500E500C024K,5X5,QFN,Cu,440.0,40.0,,0,0
FR1192,7.0,170.07,NQC500E5001024K,5X5,SLP,Cu,440.0,40.0,,4,4
FR1192,7.0,170.07,NQC500E5001024U,5X5,SLP,Cu,440.0,40.0,,4,4
FR1203,5.0,302.65,TD-300E200B010A,2X3,QFN,CU,1710.0,20.0,,1,0
FR1203,5.0,302.65,TD-300E200B010K,2X3,QFN,CU,1710.0,20.0,,1,0
FR1212,3.0,196.48,NQ-350E4501020A,4.5X3.5,SLP,Cu,720.0,40.0,Step Cut,1,0
FR1212,3.0,196.48,NQ-350M4501020A,4.5X3.5,SLP,Cu,720.0,40.0,Step Cut,1,0
FR1212,3.0,196.48,NQC350E4501020A,4.5X3.5,SLP,Cu,720.0,40.0,Step Cut,1,0
FR1212,3.0,196.48,NQC350E4501020K,4.5X3.5,SLP,Cu,720.0,40.0,Step Cut,1,0
FR1212,7.0,176.5,NQ-350E4501020A,4.5X3.5,SLP,Cu,720.0,40.0,,0,0
FR1212,7.0,176.5,NQ-350M4501020A,4.5X3.5,SLP,Cu,720.0,40.0,,0,0
FR1212,7.0,176.5,NQC350E4501020A,4.5X3.5,SLP,Cu,720.0,40.0,,0,0
FR1212,7.0,176.5,NQC350E4501020K,4.5X3.5,SLP,Cu,720.0,40.0,,0,0
FR1217,5.0,199.6,NQ-400E3501014C,3.5X4,SLP,Cu,770.0,40.0,Full Cut,1,0
FR1217,5.0,199.6,NQ-400E4501026C,4.5X4,SLP,Cu,600.0,30.0,Full Cut,0,0
FR1217,5.0,199.6,NQ-400E4501026N,4.5X4,SLP,Cu,600.0,30.0,Full Cut,0,0
FR1217,5.0,199.6,NQ-400E450B026C,,QFN,CU,,,,0,0
FR1224,5.0,176.63,TQC400E400B024A,4X4,QFN,CU,700.0,40.0,,12,11
FR1224,5.0,176.63,TQC400E400B024K,4X4,QFN,CU,700.0,40.0,,12,11
