FRAME_STOCK,SPEED (IPS),TIME/STRIP,PACKAGE_CODE,Package size ,Package group,Lead frame,Unit/strip,Strip/lot,Process,Data_Before_Filter,Data_After_Filter
FR0515,5.0,223.44,TQ-500E500C024A,5X5,QFN,CU,440.0,40.0,,13,13
FR0515,5.0,223.44,TQ-500E500C024K,5X5,QFN,CU,440.0,40.0,,13,13
FR0518,3.0,326.0,TD-200E200B008D,2X2,QFN,PPF,2470.0,20.0,,4,4
FR0518,3.0,326.0,TD-200E200B008P,2X2,QFN,PPF,2470.0,20.0,,4,4
FR0520,3.0,273.97,TQ-300E300B016D,3X3,QFN,PPF,1824.0,30.0,,1,0
FR0520,3.0,297.51,TQ-300E300B016P,3X3,QFN,PPF,1170.0,30.0,,6,4
FR0540,3.0,423.09,TD-150E150B006D,1.5X1.5,QFN,PPF,4080.0,12.0,,2,2
FR0540,3.0,423.09,TD-150E150B006P,1.5X1.5,QFN,PPF,4080.0,12.0,,2,2
FR0540,3.0,423.09,TDC150E150B006P,1.5X1.5,QFN,PPF,4080.0,18.0,,2,2
FR0567,3.0,208.1,NQ-700E700A056A,7X7,QFN,Cu,240.0,40.0,,2,2
FR0567,3.0,212.87,NQ-700E700A056P,7X7,QFN,PPF,240.0,40.0,,1,0
FR0567,3.0,212.87,NQ-700M700A056P,7X7,QFN,PPF,240.0,40.0,,1,0
FR0567,3.0,212.87,NQC700E700A056P,7X7,QFN,PPF,240.0,40.0,,1,0
FR0567,3.0,212.87,NQC700M700A056P,7X7,QFN,PPF,240.0,40.0,,1,0
FR0574,3.0,189.82,ND-500E600G008D,6X5,QFN,PPF,385.0,40.0,,1,0
FR0574,3.0,189.82,ND-500E600G008P,6X5,QFN,PPF,385.0,40.0,,1,0
FR0601,5.0,209.28,NQ-400E4001020A,4X4,SLP,Cu,700.0,40.0,Full Cut,9,9
FR0601,5.0,176.63,NQ-400E400B020A,4X4,QFN,CU,700.0,40.0,,12,11
FR0601,5.0,213.53,NQ-400E400X020A,4X4,SFS,,700.0,40.0,,0,0
FR0601,5.0,176.63,NQC400E400B020A,4X4,QFN,CU,700.0,40.0,,12,11
FR0601,5.0,176.63,NQC400S400B020K,4X4,QFN,CU,700.0,40.0,,12,11
FR0603,5.0,234.04,ND-300E300C008D,3X3,QFN,CU,1170.0,30.0,,9,8
FR0603,5.0,234.04,ND-300E300C008P,3X3,QFN,CU,1170.0,30.0,,9,8
FR0603,5.0,234.04,NDC300E300C008Y,3X3,QFN,CU,1170.0,30.0,,9,8
FR0606,5.0,146.45,TQ-400E700B036A,7X4,QFN,CU,400.0,40.0,,2,2
FR0625,3.0,297.51,ND-300E300B010D,3X3,QFN,PPF,1170.0,30.0,,6,4
