FRAME_STOCK,SPEED (IPS),TIME/STRIP,PACKAGE_CODE,Package size ,Package group,Lead frame,Unit/strip,Strip/lot,Process
FR6131,3.0,161.06,TQCA00EA001072U,10X10,SLP,Cu,120.0,40.0,
FR6131,3.0,161.06,TQCA00MA001072U,10X10,SLP,Cu,120.0,40.0,
FR6133,3.0,174.49,TQ-700E7001048K,7X7,SLP,Cu,240.0,40.0,
FR6133,3.0,174.49,TQ-700M7001048A,7X7,SLP,Cu,240.0,40.0,
FR6133,3.0,174.49,TQ-700M7001048K,7X7,SLP,Cu,240.0,40.0,
FR6133,3.0,174.49,TQC700E7001048K,7X7,SLP,Cu,240.0,40.0,
FR6133,3.0,174.49,TQC700M7001048A,7X7,SLP,Cu,240.0,40.0,
FR6133,3.0,174.49,TQC700M7001048K,7X7,SLP,Cu,240.0,40.0,
FR6134,5.0,149.83,TQ-400E400B026C,4X4,QFN,CU,700.0,40.0,
FR6134,5.0,149.83,TQ-400E400B026N,4X4,QFN,CU,700.0,40.0,
FR6143,2.0,429.4,TQ-300E3001016C,3X3,SLP,Cu,1170.0,40.0,
FR6143,2.0,429.4,TQ-300E3001016N,3X3,SLP,Cu,1170.0,40.0,
FR6146,3.0,449.57,TQ-200E2001012N,2X2,SLP,Cu,2470.0,40.0,
FR6164,3.0,164.29,NQ-900E9001064A,9X9,SLP,Cu,120.0,40.0,
FR6164,3.0,164.29,NQ-900E9001064U,9X9,SLP,Cu,120.0,40.0,
FR6164,3.0,164.29,TQ-900E9001064U,9X9,SLP,Cu,120.0,40.0,
FR6164,3.0,164.29,TQ-900M9001064U,9X9,SLP,Cu,120.0,40.0,
FR6164,3.0,164.29,TQC900E9001064U,9X9,SLP,Cu,120.0,40.0,
FR6164,3.0,164.29,TQC900M9001064U,9X9,SLP,Cu,120.0,40.0,
FR6179,3.0,271.13,TQ-300E3001016N,3X3,SLP,Cu,1170.0,40.0,
FR6195,3.0,342.17,TQ-500E5001032K,5X5,SLP,Cu,440.0,40.0,
FR6195,3.0,342.17,TQC500E5001032K,5X5,SLP,Cu,440.0,40.0,
FRA059,3.0,237.24,NQ-400E4001022K,4X4,SLP,Cu,700.0,40.0,
FRA059,3.0,237.24,NQC400E4001022K,4X4,SLP,Cu,700.0,40.0,
FRA065,5.0,163.75,TDC330E330C008U,3.3X3.3,QFN,CU,880.0,40.0,
FRA066,3.0,200.64,NQ-400E5001022C,5X4,SLP,Cu,550.0,40.0,
FRA066,3.0,200.64,NQ-400E5001022N,5X4,SLP,Cu,550.0,40.0,
FRA066,3.0,200.64,NQ-400E500B022C,5X4,QFN,Cu,550.0,40.0,
FRA066,3.0,200.64,NQ-400E500B022N,5X4,QFN,Cu,550.0,40.0,
FRA150,3.0,206.78,MQD350E4501016N,4.5X3.5,SLP,Cu,660.0,30.0,
FRA150,3.0,206.78,NQ-350E4501016N,4.5X3.5,SLP,Cu,660.0,30.0,
FRA159,3.0,269.46,NQ-400E3501014N,3.5X4,SLP,Cu,770.0,40.0,
FRA162,3.0,413.55,NQ-200E2001009C,2X2,SLP,Cu,2470.0,40.0,
FRA162,3.0,413.55,NQ-200E2001009N,2X2,SLP,Cu,2470.0,40.0,
FRA163,3.0,206.66,NQ-550E5001032N,5X5.5,SLP,Cu,385.0,40.0,
FRA164,3.0,316.55,NQ-300E2001009N,3X2,SLP,Cu,1690.0,40.0,
