FRAME_STOCK,SPEED,TIME/STRIP,PACKAGE_CODE
FR0532,5.0,148.11,MQ-900E900B064A
FR0532,5.0,148.11,NQ-900E900B064A
FR0532,5.0,148.11,NQ-900E900B064K
FR0543,5.0,313.92,TD-300E300B008A
FR0543,5.0,313.92,TD-300E300B008K
FR0551,5.0,302.15,TD-200E200M008A
FR0551,5.0,302.15,TD-200E200M008K
FR0551,5.0,302.15,TDC200E200M008K
FR0574,3.0,193.5,ND-500E600G008D
FR0574,3.0,193.5,ND-500E600G008P
FR0576,5.0,192.69,TD-450E400E008A
FR0576,5.0,192.69,TD-450M400E008A
FR0576,5.0,192.69,TDC450E400E008A
FR0576,5.0,192.69,TDC450M400E008A
FR0598,3.0,280.61,NDC600E800G008A
FR0598,3.0,280.61,TD-600E800G008A
FR0598,3.0,280.61,TDC600E800G008A
FR0598,3.0,280.61,TDC600E800G008K
FR0598,5.0,194.68,NDC600E800G008A
FR0598,5.0,194.68,TD-600E800G008A
FR0598,5.0,194.68,TDC600E800G008A
FR0598,5.0,194.68,TDC600E800G008K
FR0604,5.0,275.25,MD-200E300B006A
FR0604,5.0,275.25,TD-200E300B006A
FR0604,5.0,275.25,TD-200E300B006K
FR0606,5.0,247.4,TQ-400E700B036A
FR0617,5.0,188.76,TQ-600E600B040A
FR0617,5.0,188.76,TQ-600E600B040K
FR0617,5.0,188.76,TQ-600M600B040A
FR0617,5.0,188.76,TQ-600M600B040K
FR0618,5.0,207.77,NQ-600E6001032A
FR0618,5.0,207.77,NQ-600E6001032E
FR0618,5.0,207.77,NQ-600E600C032A
FR0618,5.0,207.77,NQ-600E600C032E
FR0618,5.0,207.77,NQ-600E600C032U
FR0618,5.0,207.77,NQ-600M600C032A
FR0618,5.0,207.77,NQ-600M600X032A
FR0618,5.0,207.77,NQ-600M600X032E
FR0618,5.0,207.77,NQC600E6001032E
FR0618,5.0,207.77,NQC600E600C032A
FR0618,5.0,207.77,NQC600E600C032E
FR0624,3.0,156.88,NQ-800E800B056D
FR0624,3.0,156.88,NQ-800E800B056P
FR0624,3.0,156.88,NQC800E800B056P
FR0624,3.0,156.88,TQ-800E800B056P
FR0630,3.0,485.44,NQ-500E500C024A
FR0630,3.0,485.44,NQ-500E500C024K
FR0630,3.0,485.44,NQ-500E500X024A
FR0630,3.0,485.44,NQ-500E500X024K
FR0630,3.0,485.44,NQ-500E500X024U
FR0643,5.0,197.98,NQ-500E5001032A
FR0643,5.0,197.98,NQ-500E500B032A
FR0643,5.0,197.98,NQ-500E500B032K
FR0643,5.0,197.98,NQ-500E500B032U
FR0643,5.0,197.98,NQ-500S500B032A
FR0643,5.0,197.98,NQ-500S500X032A
FR0643,5.0,197.98,NQC500E5001032A
FR0643,5.0,197.98,NQC500E500B032A
FR0643,5.0,197.98,NQC500E500B032K
FR0643,5.0,197.98,NQC500E500B032U
FR0643,5.0,197.98,TQ-500E500B032A
FR0643,5.0,197.98,TQ-500E500X032A
FR0643,5.0,197.98,TQ-500M500B032A
FR0643,5.0,197.98,TQC500E500B032A
FR0643,5.0,197.98,TQC500E500B032K
FR0654,5.0,334.45,ND-400E400C012A
FR0654,5.0,334.45,ND-400E400X012A
FR0654,5.0,334.45,ND-400E400X012K
FR0663,5.0,162.18,TQ-700MB00B064A
FR0663,5.0,162.18,TQ-700MB00B064K
FR0691,5.0,134.56,NQ-900E900B064A
FR0691,5.0,134.56,NQC900E900B064A
FR0691,5.0,134.56,NQC900E900B064K
FR0694,3.0,391.65,TD-200S160Z004D
FR0694,3.0,391.65,TD-200S160Z004P
FR0695,3.0,331.12,ND-280E160D004A
FR0695,3.0,331.12,ND-280E160D004K
FR0695,3.0,331.12,ND-280Z160D004A
FR0695,3.0,331.12,NDC280E160D004K
FR0695,3.0,331.12,NDE280E160D004A
FR0695,3.0,331.12,NDE280E160D004K
FR0695,3.0,331.12,NDF280E160D004A
FR0695,3.0,331.12,NDF280E160D004K
FR0695,3.0,331.12,NDG280E160D004K
FR0695,5.0,261.38,ND-280E160D004A
FR0695,5.0,261.38,ND-280E160D004K
FR0695,5.0,261.38,ND-280Z160D004A
FR0695,5.0,261.38,NDC280E160D004K
FR0695,5.0,261.38,NDE280E160D004A
FR0695,5.0,261.38,NDE280E160D004K
FR0695,5.0,261.38,NDF280E160D004A
FR0695,5.0,261.38,NDF280E160D004K
FR0695,5.0,261.38,NDG280E160D004K
FR0699,3.0,512.0,MQC500E5001032A
FR0699,3.0,512.0,NQ-500E500B032A
FR0699,3.0,512.0,NQ-500E500B032K
FR0699,3.0,512.0,NQ-500E500X032A
FR0699,3.0,512.0,NQ-500S5001032A
FR0699,3.0,512.0,NQ-500S500B032A
FR0699,3.0,512.0,NQ-500S500X032A
FR0699,3.0,512.0,NQC500E5001032A
FR0699,3.0,512.0,NQC500E500B032A
FR0699,5.0,200.28,MQC500E5001032A
FR0699,5.0,200.28,NQ-500E500B032A
FR0699,5.0,200.28,NQ-500E500B032K
FR0699,5.0,200.28,NQ-500E500X032A
FR0699,5.0,200.28,NQ-500S5001032A
FR0699,5.0,200.28,NQ-500S500B032A
FR0699,5.0,200.28,NQ-500S500X032A
FR0699,5.0,200.28,NQC500E5001032A
FR0699,5.0,200.28,NQC500E500B032A
FR0712,3.0,201.78,NQC700E700B048P
FR0712,3.0,201.78,NQC700E700B048Y
FR0712,3.0,201.78,TQC700E700B048P
FR0715,5.0,138.39,NQ-A00EA00B072A
FR0715,5.0,138.39,NQ-A00EA00B072K
FR0715,5.0,138.39,NQCA00EA00B072A
FR0720,3.0,216.9,MQ-400E400B024P
FR0720,3.0,216.9,NQ-400E400B024P
FR0720,3.0,216.9,NQC400E400B024P
FR0720,3.0,216.9,TQ-400E400B024P
FR0720,3.0,216.9,TQ-400M400B024P
FR0720,3.0,216.9,TQC400E400B024D
FR0720,3.0,216.9,TQC400E400B024P
FR0720,3.0,216.9,TQC500E500B032P
FR0726,5.0,287.06,NQ-300E3001020A
FR0726,5.0,287.06,NQ-300E300B020A
FR0726,5.0,287.06,TQ-300E300B020A
FR0726,5.0,287.06,TQ-300E300B020K
FR0726,5.0,287.06,TQC300E300B020A
FR0726,5.0,287.06,TQC300E300B020K
FR0728,5.0,263.32,NQ-600E6001032A
FR0728,5.0,263.32,NQ-600E6001032E
FR0728,5.0,263.32,NQ-600E6001032U
FR0728,5.0,263.32,NQ-600E600C032A
FR0728,5.0,263.32,NQ-600E600C032E
FR0728,5.0,263.32,NQ-600E600C032U
FR0728,5.0,263.32,NQC600E6001032U
FR0728,5.0,263.32,NQC600E600C032A
FR0728,5.0,263.32,NQC600E600C032E
FR0728,5.0,263.32,NQC600E600C032U
FR0736,3.0,170.26,MQC900S900B064D
FR0736,3.0,170.26,NQ-900E900B064D
FR0736,3.0,170.26,NQ-900E900B064P
FR0736,3.0,170.26,NQC900E900B064D
FR0736,3.0,170.26,NQC900E900B064P
FR0736,3.0,170.26,TQC900E900B064P
FR0737,3.0,385.44,TD-200E200C006D
FR0737,3.0,385.44,TD-200E200C006P
FR0737,3.0,385.44,TDC200E200C006D
FR0737,3.0,385.44,TDC200E200C006P
FR0738,3.0,184.87,NQ-700E700B048D
FR0738,3.0,184.87,NQ-700E700B048P
FR0738,3.0,184.87,NQ-700M700B048D
FR0738,3.0,184.87,NQ-700M700B048P
FR0738,3.0,184.87,NQC700E700B048B
FR0738,3.0,184.87,NQC700E700B048D
FR0738,3.0,184.87,NQC700E700B048P
FR0738,3.0,184.87,TQC700E700B048P
FR0751,5.0,249.17,NQ-500E5001032A
FR0751,5.0,249.17,NQ-500E5001032E
FR0751,5.0,249.17,NQ-500E5001032U
FR0751,5.0,249.17,NQ-500E500B032A
FR0751,5.0,249.17,NQ-500E500B032E
FR0751,5.0,249.17,NQ-500E500B032K
FR0751,5.0,249.17,NQ-500E500B032U
FR0751,5.0,249.17,NQ-500E500X032E
FR0751,5.0,249.17,NQ-500M5001032A
FR0751,5.0,249.17,NQ-500M5001032E
FR0751,5.0,249.17,NQ-500M5001032U
FR0751,5.0,249.17,NQ-500M500B032A
FR0751,5.0,249.17,NQ-500M500B032U
FR0751,5.0,249.17,NQ-500M500X032A
FR0751,5.0,249.17,NQ-500M500X032E
FR0751,5.0,249.17,NQC500E5001032A
FR0751,5.0,249.17,NQC500E5001032E
FR0751,5.0,249.17,NQC500E5001032U
FR0751,5.0,249.17,NQC500E5001032Z
FR0751,5.0,249.17,NQC500E500B032A
FR0751,5.0,249.17,NQC500E500B032E
FR0751,5.0,249.17,NQC500E500B032K
FR0751,5.0,249.17,NQC500E500B032U
FR0751,5.0,249.17,NQC500E500X032U
FR0751,5.0,249.17,NQC500M500B032A
FR0751,5.0,249.17,TQ-500E500B032A
FR0751,5.0,249.17,TQC500E500B032U
FR0752,1.0,458.35,TD-200E200M008A
FR0752,1.0,458.35,TD-200E200M008K
FR0752,1.0,458.35,TD-200E200M008P
FR0752,3.0,386.02,TD-200E200M008A
FR0752,3.0,386.02,TD-200E200M008K
FR0752,3.0,386.02,TD-200E200M008P
FR0755,5.0,217.94,TQ-400E600A038A
FR0755,5.0,217.94,TQ-400E600A038K
FR0770,5.0,157.1,TQ-700E800B052A
FR0770,5.0,157.1,TQ-700M800B052A
FR0770,5.0,157.1,TQ-700M800B052K
FR0773,3.0,207.24,ND-400E3001012A
FR0773,3.0,207.24,ND-400E300B012A
FR0773,3.0,207.24,NDC400E3001012A
FR0773,3.0,207.24,NDC400E3001012K
FR0773,3.0,207.24,NDC400E300B012A
FR0773,3.0,207.24,NDC400E300B012K
FR0773,5.0,254.84,ND-400E3001012A
FR0773,5.0,254.84,ND-400E300B012A
FR0773,5.0,254.84,NDC400E3001012A
FR0773,5.0,254.84,NDC400E3001012K
FR0773,5.0,254.84,NDC400E300B012A
FR0773,5.0,254.84,NDC400E300B012K
FR0784,3.0,260.87,MQ-300S300B016P
FR0784,3.0,260.87,MQC300S300B016P
FR0784,3.0,260.87,NQ-300E300B016D
FR0784,3.0,260.87,NQ-300E300B016P
FR0784,3.0,260.87,NQC300E300B016D
FR0784,3.0,260.87,NQC300E300B016P
FR0784,3.0,260.87,TQ-300E300B016D
FR0784,3.0,260.87,TQ-300E300B016P
FR0784,3.0,260.87,TQC300E300B016D
FR0784,3.0,260.87,TQC300E300B016P
FR0785,0.0,426.09,MQ-400E4001024A
FR0785,0.0,426.09,MQ-400E4001024K
FR0785,0.0,426.09,NQ-400E4001024A
FR0785,0.0,426.09,NQ-400E4001024K
FR0785,0.0,426.09,NQ-400E400B024A
FR0785,0.0,426.09,NQ-400E400X024A
FR0785,0.0,426.09,NQ-400E400X024K
FR0785,0.0,426.09,NQC400E4001024A
FR0785,3.0,460.17,MQ-400E4001024A
FR0785,3.0,460.17,MQ-400E4001024K
FR0785,3.0,460.17,NQ-400E4001024A
FR0785,3.0,460.17,NQ-400E4001024K
FR0785,3.0,460.17,NQ-400E400B024A
FR0785,3.0,460.17,NQ-400E400X024A
FR0785,3.0,460.17,NQ-400E400X024K
FR0785,3.0,460.17,NQC400E4001024A
FR0785,5.0,205.51,MQ-400E4001024A
FR0785,5.0,205.51,MQ-400E4001024K
FR0785,5.0,205.51,NQ-400E4001024A
FR0785,5.0,205.51,NQ-400E4001024K
FR0785,5.0,205.51,NQ-400E400B024A
FR0785,5.0,205.51,NQ-400E400X024A
FR0785,5.0,205.51,NQ-400E400X024K
FR0785,5.0,205.51,NQC400E4001024A
FR0798,5.0,189.44,TQ-500M600A042A
FR0799,5.0,231.2,TQ-300E500B024A
FR0799,5.0,231.2,TQ-300E500B024K
FR0800,3.0,291.12,TDC300M300C008P
FR0800,3.0,291.12,TDW300E300C008P
FR0800,3.0,291.12,TDW300M300C008P
FR0806,5.0,132.66,NQ-900E900B064A
FR0806,5.0,132.66,NQ-900E900B064K
FR0806,5.0,132.66,NQC900E900B064A
FR0806,5.0,132.66,NQC900E900B064K
FR0810,5.0,159.5,TQ-700E700B048A
FR0810,5.0,159.5,TQ-700E700B048K
FR0814,5.0,417.67,TD-200E200B008C
FR0823,5.0,174.42,TQ-700E800B052A
FR0823,5.0,174.42,TQ-700E800B052K
FR0860,3.0,534.2,NQ-500E500B032A
FR0860,3.0,534.2,TQ-500E500B032A
FR0860,3.0,534.2,TQ-500E500X032A
FR0860,5.0,330.52,NQ-500E500B032A
FR0860,5.0,330.52,TQ-500E500B032A
FR0860,5.0,330.52,TQ-500E500X032A
FR0868,3.0,282.7,MQD400E650Z022C
FR0868,3.0,282.7,MQD400E650Z022N
FR0873,3.0,257.77,MQD400E450Z018C
FR0875,3.0,159.71,NQ-700E700A056P
FR0875,3.0,159.71,NQC700E700A056P
FR0884,3.0,270.65,NQ-400E400A032P
FR0884,3.0,270.65,NQC400E400A032D
FR0884,3.0,270.65,NQC400E400A032P
FR0888,3.0,196.16,NQ-500E500B032D
FR0888,3.0,196.16,NQ-500E500B032P
FR0888,3.0,196.16,NQC500E500B032D
FR0888,3.0,196.16,NQC500E500B032P
FR0890,3.0,233.85,NQ-400E400B024D
FR0890,3.0,233.85,NQ-400E400B024P
FR0890,3.0,233.85,NQC400E400B024B
FR0890,3.0,233.85,NQC400E400B024D
FR0890,3.0,233.85,NQC400E400B024P
FR0890,3.0,233.85,TQ-400E400B024D
FR0890,3.0,233.85,TQ-400E400B024P
FR0898,3.0,235.5,NQ-500E500B028D
FR0898,3.0,235.5,NQ-500E500B028P
FR0898,3.0,235.5,NQC500E500B028P
FR0918,1.0,314.76,NQ-400E400C016P
FR0918,1.0,314.76,NQC400E400C016P
FR0928,3.0,174.83,NQC500E500A040D
FR0928,3.0,174.83,NQC500E500A040P
FR0928,3.0,174.83,TQ-500E500A040D
FR0928,3.0,174.83,TQ-500E500A040P
FR0928,3.0,174.83,TQC500E500A040P
FR0928,3.0,174.83,TQW500E500A040P
FR0929,3.0,205.66,MQ-600M600B040B
FR0929,3.0,205.66,NQ-600E600B040D
FR0929,3.0,205.66,NQ-600E600B040P
FR0929,3.0,205.66,NQC600E600B040D
FR0929,3.0,205.66,NQC600E600B040P
FR0929,3.0,205.66,NQW600E600B040D
FR0929,3.0,205.66,NQW600E600B040P
FR0930,3.0,166.82,NQ-900E900B064D
FR0930,3.0,166.82,NQ-900E900B064P
FR0930,3.0,166.82,NQ-900S900B064P
FR0930,3.0,166.82,NQC900E900B064D
FR0930,3.0,166.82,NQC900E900B064P
FR0930,3.0,166.82,NQW900E900B064D
FR0930,3.0,166.82,NQW900E900B064P
FR0934,3.0,519.0,NQ-500E500C024A
FR0934,3.0,519.0,NQ-500E500X024A
FR0934,3.0,519.0,NQ-500E500X024K
FR0939,5.0,210.66,NQ-400E400B020A
FR0939,5.0,210.66,TQ-400E400B020A
FR0939,5.0,210.66,TQ-400E400B020K
FR0940,3.0,200.82,MD-500M500B018P
FR0940,3.0,200.82,MQ-500D500B018P
FR0940,3.0,200.82,ND-500M500B018P
FR0942,3.0,227.6,NQ-400E4001020A
FR0942,3.0,227.6,NQ-400E400B020A
FR0942,3.0,227.6,TQ-400E4001020A
FR0942,3.0,227.6,TQC400E400B020A
FR0942,5.0,230.29,NQ-400E4001020A
FR0942,5.0,230.29,NQ-400E400B020A
FR0942,5.0,230.29,TQ-400E4001020A
FR0942,5.0,230.29,TQC400E400B020A
FR0943,5.0,236.16,TQ-400E4001024A
FR0943,5.0,236.16,TQ-400E400B024A
FR0943,5.0,236.16,TQC400E400B024A
FR0944,5.0,172.57,NQ-500E5001028A
FR0944,5.0,172.57,NQ-500E500B028A
FR0944,5.0,172.57,NQC500E500B028A
FR0945,5.0,196.99,NQ-500E5001032A
FR0945,5.0,196.99,NQ-500E500B032A
FR0945,5.0,196.99,NQC500E5001032A
FR0945,5.0,196.99,NQC500E500B032A
FR0958,3.0,232.27,NQ-400E400B020D
FR0958,3.0,232.27,NQ-400E400B020P
FR0958,3.0,232.27,NQC400E400B020D
FR0967,3.0,596.46,ND-500E400B014A
FR0967,3.0,596.46,ND-500E400X014A
FR0967,3.0,596.46,ND-500M400X014A
FR0968,5.0,158.51,NQ-600E600B036A
FR0968,5.0,158.51,NQ-600E600B036K
FR0968,5.0,158.51,NQ-600S600B036A
FR0969,5.0,210.81,MQC700E700B048A
FR0969,5.0,210.81,NQ-700E700B048A
FR0969,5.0,210.81,NQ-700E700B048K
FR0969,5.0,210.81,NQC700E700B048A
FR0969,5.0,210.81,NQC700E700B048K
FR0969,5.0,210.81,TQ-700E7001048A
FR0969,5.0,210.81,TQ-700E700B048A
FR0969,5.0,210.81,TQ-700E700B048K
FR0969,5.0,210.81,TQC700E700B048K
FR0973,3.0,726.47,ND-300E300C008A
FR0973,3.0,726.47,ND-300E300X008A
FR0973,3.0,726.47,ND-300E300X008K
FR0973,3.0,726.47,ND-300E300X008U
FR0979,3.0,338.51,TQ-300E300B016A
FR0979,3.0,338.51,TQ-300E300B016K
FR0979,3.0,338.51,TQC300E300B016K
FR0986,3.0,225.87,MQD415E600Z015C
FR0986,3.0,225.87,MQD415E600Z015N
FR0987,3.0,125.56,MQ-A00EA00B072D
FR0987,3.0,125.56,MQ-A00EA00B072P
FR0987,3.0,125.56,MQ-A00MA00B072D
FR0987,3.0,125.56,MQ-A00MA00B072P
FR0987,3.0,125.56,NQ-A00EA00B072P
FR0987,3.0,125.56,NQ-A00MA00B072P
FR0987,3.0,125.56,NQCA00EA00B072P
FR0989,3.0,213.85,NQ-700E7001048A
FR0989,3.0,213.85,NQ-700E7001048K
FR0989,3.0,213.85,NQ-700E700B048A
FR0989,3.0,213.85,NQC700E7001048A
FR0989,3.0,213.85,NQC700E7001048K
FR0989,3.0,213.85,TQ-700E700B048A
FR0989,5.0,157.92,NQ-700E7001048A
FR0989,5.0,157.92,NQ-700E7001048K
FR0989,5.0,157.92,NQ-700E700B048A
FR0989,5.0,157.92,NQC700E7001048A
FR0989,5.0,157.92,NQC700E7001048K
FR0989,5.0,157.92,TQ-700E700B048A
FR1005,5.0,207.05,TQ-500E600B036A
FR1005,5.0,207.05,TQ-500E600B036K
FR1007,5.0,329.3,NQC300E300B016A
FR1009,3.0,215.65,ND-300E300B010A
FR1009,3.0,215.65,TD-300E3001010A
FR1009,3.0,215.65,TD-300E3001010K
FR1009,3.0,215.65,TQ-300E3001016A
FR1009,5.0,263.51,ND-300E300B010A
FR1009,5.0,263.51,TD-300E3001010A
FR1009,5.0,263.51,TD-300E3001010K
FR1009,5.0,263.51,TQ-300E3001016A
FR1010,5.0,261.7,ND-200E300B008A
FR1010,5.0,261.7,ND-200E300B008K
FR1010,5.0,261.7,NDC200E300B008A
FR1027,3.0,572.52,TD-150E150B006P
FR1027,3.0,572.52,TDC150E150B006D
FR1027,3.0,572.52,TDC150E150B006P
FR1033,3.0,250.74,NQ-500E500B032P
FR1033,3.0,250.74,NQC500E500B032P
FR1033,3.0,250.74,TQC500E500B032P
FR1035,5.0,234.67,NQ-400E400C016A
FR1035,5.0,234.67,NQ-400E400C016K
FR1048,5.0,273.44,NQ-400E5001022C
FR1048,5.0,273.44,NQ-400E500B022C
FR1051,0.0,661.71,ND-300E300B010A
FR1051,0.0,661.71,ND-300E300B010K
FR1051,0.0,661.71,ND-300E300X010A
FR1051,3.0,650.93,ND-300E300B010A
FR1051,3.0,650.93,ND-300E300B010K
FR1051,3.0,650.93,ND-300E300X010A
FR1055,3.0,206.46,NQ-700E700B048A
FR1055,3.0,206.46,NQ-700E700X048A
FR1055,3.0,206.46,NQ-700E700X048K
FR1056,5.0,315.98,ND-200E200B008A
FR1056,5.0,315.98,NDC200E200B008A
FR1056,5.0,315.98,NDC200E200B008K
FR1077,5.0,173.0,TQ-400E700A044A
FR1082,5.0,151.07,MQC700E700B048A
FR1082,5.0,151.07,NQ-700E700B048A
FR1082,5.0,151.07,NQ-700E700X048A
FR1082,5.0,151.07,NQC700E700B048A
FR1082,5.0,151.07,NQC700E700B048K
FR1083,5.0,229.0,NDC300E300B008A
FR1083,5.0,229.0,NDC300E300B008U
FR1083,5.0,229.0,TD-300E300B008A
FR1084,5.0,215.21,NQ-600E600B040A
FR1084,5.0,215.21,NQ-600E600B040K
FR1084,5.0,215.21,NQC600E600B040A
FR1086,3.0,280.26,NQ-700Z700A056T
FR1086,3.0,280.26,NQ-700Z700Z056T
FR1086,3.0,280.26,NQ-700Z700Z088T
FR1086,3.0,280.26,NQ-800Z800Z100T
FR1086,3.0,280.26,SOIC-28XXXXNXXX
FR1086,3.0,280.26,SOICW24XXXXNXXX
FR1086,3.0,280.26,TD-200E2001008A
FR1086,3.0,280.26,TD-200E2001008K
FR1086,3.0,280.26,TD-200E200B008A
FR1086,3.0,280.26,TD-200E200B008K
FR1086,3.0,280.26,TDC200E2001008A
FR1086,3.0,280.26,TDC200E2001008K
FR1086,3.0,280.26,TQFB064XXXXEXXT
FR1086,3.0,280.26,TQFB064XXXXXSDT
FR1086,3.0,280.26,ZB-G0-1G0361BFT
FR1086,5.0,290.65,NQ-700Z700A056T
FR1086,5.0,290.65,NQ-700Z700Z056T
FR1086,5.0,290.65,NQ-700Z700Z088T
FR1086,5.0,290.65,NQ-800Z800Z100T
FR1086,5.0,290.65,SOIC-28XXXXNXXX
FR1086,5.0,290.65,SOICW24XXXXNXXX
FR1086,5.0,290.65,TD-200E2001008A
FR1086,5.0,290.65,TD-200E2001008K
FR1086,5.0,290.65,TD-200E200B008A
FR1086,5.0,290.65,TD-200E200B008K
FR1086,5.0,290.65,TDC200E2001008A
FR1086,5.0,290.65,TDC200E2001008K
FR1086,5.0,290.65,TQFB064XXXXEXXT
FR1086,5.0,290.65,TQFB064XXXXXSDT
FR1086,5.0,290.65,ZB-G0-1G0361BFT
FR1088,5.0,413.0,ND-200E200B008A
FR1088,5.0,413.0,TD-200E200B008A
FR1088,5.0,413.0,TD-200E200B008K
FR1088,5.0,413.0,TDC200E200B008A
FR1091,5.0,202.52,NQ-500E500D016A
FR1091,5.0,202.52,NQ-500E500D016K
FR1091,5.0,202.52,NQC500E500D016A
FR1091,5.0,202.52,NQC500E500D016K
FR1093,5.0,268.12,NQ-300E3001016A
FR1093,5.0,268.12,NQ-300E300B016A
FR1093,5.0,268.12,NQ-300E300X016A
FR1095,3.0,226.57,TQ-600M600B036P
FR1095,3.0,226.57,TQC600E600B036P
FR1095,3.0,226.57,TQC600M600B036D
FR1095,3.0,226.57,TQC600M600B036P
FR1114,5.0,221.99,ND-400E300B014A
FR1114,5.0,221.99,NDC400E300B014A
FR1120,5.0,241.57,ND-350E430C008A
FR1124,3.0,342.38,TQ-400E4001020A
FR1124,3.0,342.38,TQ-400E4001020K
FR1124,3.0,342.38,TQC400E4001020A
FR1124,3.0,342.38,TQC400E4001020K
FR1124,5.0,195.31,TQ-400E4001020A
FR1124,5.0,195.31,TQ-400E4001020K
FR1124,5.0,195.31,TQC400E4001020A
FR1124,5.0,195.31,TQC400E4001020K
FR1125,3.0,267.17,TQ-400E4001016A
FR1125,5.0,326.77,TQ-400E4001016A
FR1128,0.0,389.5,NQ-500E500A040A
FR1128,0.0,389.5,NQC500E500A040A
FR1128,5.0,188.08,NQ-500E500A040A
FR1128,5.0,188.08,NQC500E500A040A
FR1134,3.0,194.98,NQ-500E500B032P
FR1134,3.0,194.98,NQ-500S500B032P
FR1134,3.0,194.98,NQC500E500B032D
FR1134,3.0,194.98,NQC500E500B032P
FR1134,3.0,194.98,TQ-500M500B032P
FR1134,3.0,194.98,TQC500M500B032P
FR1136,5.0,276.0,ND-300E3001010A
FR1136,5.0,276.0,ND-300E3001010K
FR1136,5.0,276.0,NDC300E300B010A
FR1136,5.0,276.0,NDC300E300B010K
FR1138,3.0,337.41,TQ-300E3001012C
FR1138,3.0,337.41,TQ-300E3001012N
FR1138,5.0,294.32,TQ-300E3001012C
FR1138,5.0,294.32,TQ-300E3001012N
FR1141,5.0,230.91,NQ-400E4001024A
FR1141,5.0,230.91,NQ-400E400B024A
FR1141,5.0,230.91,NQC400E4001024A
FR1141,5.0,230.91,NQC400E400B024A
FR1141,5.0,230.91,TQ-400E4001024A
FR1141,5.0,230.91,TQ-400E400B024A
FR1141,5.0,230.91,TQC400E4001024A
FR1144,3.0,206.2,NQC700E7001048A
FR1144,3.0,206.2,NQC700E7001048K
FR1144,3.0,206.2,TQ-700E700B048A
FR1144,3.0,206.2,TQC700E700B048A
FR1144,5.0,157.4,NQC700E7001048A
FR1144,5.0,157.4,NQC700E7001048K
FR1144,5.0,157.4,TQ-700E700B048A
FR1144,5.0,157.4,TQC700E700B048A
FR1149,3.0,224.79,NQC700M7001048A
FR1149,3.0,224.79,NQC700M7001048K
FR1149,5.0,128.45,NQC700M7001048A
FR1149,5.0,128.45,NQC700M7001048K
FR1151,3.0,255.11,ND-400E400X012E
FR1151,3.0,255.11,NQ-500E5001028A
FR1151,3.0,255.11,NQC500E5001028A
FR1151,5.0,214.73,ND-400E400X012E
FR1151,5.0,214.73,NQ-500E5001028A
FR1151,5.0,214.73,NQC500E5001028A
FR1152,3.0,272.98,NQ-500E5001032A
FR1152,3.0,272.98,NQ-500E5001032K
FR1152,3.0,272.98,NQC500E5001032A
FR1152,3.0,272.98,NQC500E5001032K
FR1152,5.0,191.7,NQ-500E5001032A
FR1152,5.0,191.7,NQ-500E5001032K
FR1152,5.0,191.7,NQC500E5001032A
FR1152,5.0,191.7,NQC500E5001032K
FR1156,5.0,201.59,NQC500E500B032A
FR1156,5.0,201.59,NQC500E500B032K
FR1156,5.0,201.59,NQC700E700B048U
FR1162,3.0,247.85,NQ-400E4001024A
FR1162,3.0,247.85,NQO400E4001024A
FR1162,3.0,247.85,TQ-400E4001024A
FR1162,3.0,247.85,TQ-400E4001024K
FR1162,3.0,247.85,TQ-400E400B024A
FR1162,3.0,247.85,TQC400E4001024A
FR1162,3.0,247.85,TQC400E4001024K
FR1162,5.0,229.5,NQ-400E4001024A
FR1162,5.0,229.5,NQO400E4001024A
FR1162,5.0,229.5,TQ-400E4001024A
FR1162,5.0,229.5,TQ-400E4001024K
FR1162,5.0,229.5,TQ-400E400B024A
FR1162,5.0,229.5,TQC400E4001024A
FR1162,5.0,229.5,TQC400E4001024K
FR1164,5.0,175.38,NQC800E800B048A
FR1164,5.0,175.38,NQC800E800B048K
FR1168,2.0,223.88,NQ-700E7001048A
FR1168,2.0,223.88,NQC700M7001048A
FR1168,2.0,223.88,NQC700M7001048K
FR1168,3.0,195.54,NQ-700E7001048A
FR1168,3.0,195.54,NQC700M7001048A
FR1168,3.0,195.54,NQC700M7001048K
FR1168,5.0,161.89,NQ-700E7001048A
FR1168,5.0,161.89,NQC700M7001048A
FR1168,5.0,161.89,NQC700M7001048K
FR1170,3.0,286.0,TD-170E2501002A
FR1170,3.0,286.0,TD-170E2501002K
FR1170,5.0,296.5,TD-170E2501002A
FR1170,5.0,296.5,TD-170E2501002K
FR1171,3.0,215.11,NQ-600E600B040P
FR1171,3.0,215.11,NQC600E600B040B
FR1171,3.0,215.11,TQC600E600B040P
FR1177,5.0,139.4,TQ-500E800Z040A
FR1177,5.0,139.4,TQ-500E800Z040K
FR1178,3.0,180.94,NQC600M800B040D
FR1178,3.0,180.94,NQC600M800B040P
FR1182,5.0,333.77,TD-200E2001006A
FR1182,5.0,333.77,TD-200E200C006A
FR1182,5.0,333.77,TD-200E200C006K
FR1182,5.0,333.77,TD-200E200X006A
FR1182,5.0,333.77,TD-200E200X006K
FR1182,5.0,333.77,TDC200E200C006K
FR1189,3.0,759.69,ND-300E300X008A
FR1189,3.0,759.69,NDC300E300C008A
FR1189,3.0,759.69,NDC300E300C008K
FR1189,3.0,759.69,NDC300E300X008K
FR1190,3.0,269.2,NDC400E300C010P
FR1190,3.0,269.2,NQ-600E400D036T
FR1190,3.0,269.2,NQ-700E700B048A
FR1192,2.0,275.98,NQ-500E5001024A
