FRAME_STOCK,SPEED (IPS),TIME/STRIP,PACKAGE_CODE,Package size ,Package group,Frame type ,Unit/strip,Process,Before_Outlier,After_Outlier
FR0773,5.0,242.63000000000002,ND-400E3001012A,3X4,SLP,Copper ,910.0,Full Cut,1,1
FR0784,3.0,293.16,MQ-300S300B016P,3X3,QFN,Full PPF,1170.0,,7,6
FR0785,0.0,403.48333333333335,MQ-400E4001024A,4X4,SLP,Copper ,700.0,Step Cut,1,1
FR0800,3.0,293.16,TDC300M300C008P,3X3,QFN,Full PPF,1170.0,,7,6
FR0806,5.0,138.19,NQ-900E900B064A,9X9,QFN,Copper ,120.0,,5,5
FR0814,5.0,353.61,TD-200E200B008C,2X2,QFN,Copper ,2470.0,,6,6
FR0860,3.0,437.34,NQ-500E500B032A,5X5,QFN,Copper ,440.0,,3,3
FR0884,3.0,244.72,NQ-400E400A032P,4X4,QFN,Full PPF,700.0,,3,3
FR0888,3.0,220.63,NQ-500E500B032D,5X5,QFN,Full PPF,440.0,,10,10
FR0898,3.0,220.63,NQ-500E500B028D,5X5,QFN,Full PPF,440.0,,10,10
FR0928,3.0,220.63,NQC500E500A040D,5X5,QFN,Full PPF,440.0,,10,10
FR0929,3.0,181.53,MQ-600M600B040B,6X6,QFN,Full PPF,315.0,,3,3
FR0930,3.0,165.78,NQ-900E900B064D,9X9,QFN,Full PPF,120.0,,1,1
FR0940,3.0,220.63,MD-500M500B018P,5X5,QFN,Full PPF,440.0,,10,10
FR0945,5.0,197.57,NQ-500E5001032A,5X5,SLP,Copper ,440.0,Full Cut,8,8
FR0958,3.0,244.72,NQ-400E400B020D,4X4,QFN,Full PPF,700.0,,3,3
FR0967,3.0,596.46,ND-500E400B014A,4X5,QFN,Copper ,550.0,,1,1
FR0968,5.0,190.32,NQ-600E600B036A,6X6,QFN,Copper ,315.0,,9,9
FR0969,5.0,152.01,MQC700E700B048A,7X7,QFN,Copper ,240.0,Full Cut,5,4
FR0973,3.0,672.88,ND-300E300C008A,3X3,QFN,Copper ,1170.0,,2,2
FR0986,3.0,214.04,MQD415E600Z015C,6X4.15,QFN,Copper ,405.0,,1,1
FR0987,3.0,125.55999999999997,MQ-A00EA00B072D,10X10,QFN,Full PPF,120.0,,1,1
FR0989,5.0,160.45,NQ-700E7001048A,7X7,SLP,Copper ,240.0,Full Cut,6,5
FR1009,5.0,249.52,ND-300E300B010A,3X3,QFN,Copper ,1170.0,Full Cut,5,5
FR1010,5.0,295.87,ND-200E300B008A,3X2,QFN,Copper ,1690.0,,1,1
FR1027,3.0,502.22,TD-150E150B006P,1.5X1.5,QFN,Full PPF,4080.0,,2,2
FR1033,3.0,220.63,NQ-500E500B032P,5X5,QFN,Full PPF,440.0,,10,10
FR1051,3.0,672.88,ND-300E300B010A,3X3,QFN,Copper ,1170.0,,2,2
FR1055,3.0,204.82000000000002,NQ-700E700B048A,7X7,QFN,Copper ,240.0,,1,1
FR1056,5.0,353.61,ND-200E200B008A,2X2,QFN,Copper ,2470.0,,6,6
FR1082,5.0,152.01,MQC700E700B048A,7X7,QFN,Copper ,240.0,,5,4
FR1084,5.0,190.32,NQ-600E600B040A,6X6,QFN,Copper ,315.0,,9,9
FR1086,5.0,306.44,NQ-700Z700A056T,7X7,QFN,Copper ,0.0,Full Cut,1,1
FR1088,5.0,353.61,ND-200E200B008A,2X2,QFN,Copper ,2470.0,,6,6
FR1120,5.0,204.23,ND-350E430C008A,4.3X3.5,QFN,Copper ,720.0,,1,1
FR1125,5.0,407.55,TQ-400E4001016A,4X4,SLP,,700.0,Full Cut,0,0
FR1128,5.0,232.59,NQ-500E500A040A,5X5,QFN,Copper ,440.0,,12,12
FR1134,3.0,220.63,NQ-500E500B032P,5X5,QFN,Full PPF,440.0,,10,10
FR1138,5.0,282.53,TQ-300E3001012C,3X3,SLP,,1170.0,Full Cut,0,0
FR1141,5.0,210.94,NQ-400E4001024A,4X4,SLP,Copper ,700.0,Full Cut,5,5
FR1144,5.0,160.45,NQC700E7001048A,7X7,SLP,Copper ,240.0,Full Cut,6,5
FR1151,5.0,192.91,ND-400E400X012E,4X4,SFS,,700.0,Full Cut,0,0
FR1152,5.0,212.73,NQ-500E5001032A,5X5,SLP,,440.0,Full Cut,0,0
FR1162,5.0,210.94,NQ-400E4001024A,4X4,SLP,Copper ,700.0,Full Cut,5,5
FR1168,5.0,168.83,NQ-700E7001048A,7X7,SLP,,240.0,Full Cut,0,0
FR1171,3.0,181.53,NQ-600E600B040P,6X6,QFN,Full PPF,315.0,,3,3
FR1182,5.0,338.81,TD-200E2001006A,2X2,SLP,Copper ,2470.0,Full Cut,3,3
FR1192,5.0,197.57,NQ-500E5001024A,5X5,SLP,Copper ,440.0,Full Cut,8,8
FR1194,3.0,220.63,MQ-500D500B032P,5X5,QFN,Full PPF,440.0,,10,10
FR1203,5.0,316.45,TD-300E200B010A,2X3,QFN,Copper ,1710.0,,1,1
FR1204,5.0,238.53,TQC400M3001019A,3X4,SLP,,900.0,Full Cut,0,0
FR1212,5.0,235.3,NQ-350E4501020A,4.5X3.5,SLP,,720.0,Full Cut,0,0
FR1217,5.0,232.9,NQ-400E3501014C,3.5X4,SLP,Copper ,770.0,Full Cut,1,1
FR1224,5.0,234.68,TQC400E400B024A,4X4,QFN,Copper ,700.0,,11,11
FR1229,3.0,181.53,NQ-600E600B040D,6X6,QFN,Full PPF,315.0,,3,3
FR1230,3.0,356.95,TD-300M200B010P,2X3,QFN,Full PPF,1170.0,,1,1
FR1234,3.0,275.54,NQ-400E450B026F,4.5X4,QFN,Selective PPF,600.0,,1,1
FR1239,5.0,226.86,TQ-300E4001018C,4X3,SLP,Copper ,910.0,Full Cut,1,1
FR1252,5.0,338.81,TD-200E2001008A,2X2,SLP,Copper ,2470.0,Full Cut,3,3
FR1255,5.0,234.68,ND-400E400D010A,4X4,QFN,Copper ,700.0,,11,11
FR1258,5.0,223.67,ND-450D3001014A,3X4.5,SLP,,780.0,Full Cut,0,0
FR1263,5.0,168.54,NQ-700E7001048A,7X7,SLP,,240.0,Full Cut,0,0
FR1278,5.0,218.22,TQ-400E4001020A,4X4,SLP,,700.0,Full Cut,0,0
FR1285,3.0,397.75,MQC400S400X024A,4X4,SFS,Copper ,700.0,Step Cut,1,1
FR1297,5.0,119.18,ND-300E3001010A,3X3,SLP,,1170.0,Full Cut,0,0
FR1304,5.0,251.43,MDC300E3001008K,3X3,SLP,,1170.0,Full Cut,0,0
FR1321,5.0,220.12,NQ-400E4001024A,4X4,SLP,,700.0,Full Cut,0,0
FR1324,5.0,210.94,TQ-400E4001016A,4X4,SLP,Copper ,700.0,Full Cut,5,5
FR1325,1.0,340.72,TQ-400E400B024P,4X4,QFN,Full PPF,700.0,,2,2
FR1327,5.0,160.45,NQ-700E7001048A,7X7,SLP,Copper ,240.0,Full Cut,6,5
FR1341,5.0,201.92,ND-500S600G008A,6X5,QFN,Copper ,385.0,,2,2
FR1390,2.0,393.03499999999997,ND-200E2201006A,2.2X2,SLP,Copper ,2210.0,Full Cut,1,1
FR1392,5.0,308.78,TD-200E2001006A,2X2,SLP,,2470.0,Full Cut,0,0
FR1405,5.0,292.5,NQ-200E3001009C,3X2,SLP,Copper ,1690.0,Full Cut,1,1
FR1406,5.0,294.98,ND-300E3001010A,3X3,SLP,,1170.0,Full Cut,0,0
FR1407,5.0,168.87,MQC500E5001032A,5X5,SLP,,440.0,Full Cut,0,0
FR1414,5.0,233.6,TD-300D2001012A,2X3,SLP,,1710.0,Full Cut,0,0
FR1415,5.0,338.81,ND-200E2001006A,2X2,SLP,Copper ,2470.0,Full Cut,3,3
FR1420,5.0,210.55,TQ-350D900B042A,9X3.5,QFN,Copper ,330.0,,1,1
FR1426,1.0,427.08,TQ-500E500B024P,5X5,QFN,Full PPF,440.0,,2,2
FR1449,5.0,254.05,TD-300E3001010A,3X3,SLP,,1170.0,Full Cut,0,0
FR1451,5.0,207.6,TQ-250E450A030A,4.5X2.5,QFN,Copper ,900.0,,1,1
FR1456,5.0,186.37,NQP400E3501014C,3.5X4,SLP,,770.0,Full Cut,0,0
FR1462,1.0,427.08,TQC500E500A036D,5X5,QFN,Full PPF,440.0,,2,2
FR1464,5.0,203.98,NQ-400E4001020A,4X4,SLP,,700.0,Full Cut,0,0
FR1474,5.0,255.26,TD-400M300B014A,3X4,QFN,Copper ,910.0,,2,2
FR1498,1.0,337.62,TQ-600E600A044P,6X6,QFN,Full PPF,315.0,,1,1
FR1504,5.0,234.68,TQ-400E400B024A,4X4,QFN,Copper ,700.0,,11,11
FR1518,3.0,410.03,TD-200E200C006A,2X2,QFN,Copper ,2470.0,,1,1
FR1522,5.0,249.75,TD-500E300B016A,3X5,QFN,Copper ,715.0,,3,3
FR1536,5.0,234.68,NQC400E400A032A,4X4,QFN,Copper ,700.0,,11,11
FR1540,3.0,242.15,NQ-350E450B025F,4.5X3.5,QFN,Selective PPF,660.0,,1,1
FR1551,0.0,591.63,ND-400E400X012E,4X4,SFS,,700.0,,0,0
FR1552,3.0,437.34,NQ-500E500C020U,5X5,QFN,Copper ,440.0,,3,3
FR1559,5.0,362.89,NQ-350E350Z018N,3.5X3.5,QFN,Copper ,880.0,,1,1
FR1579,4.0,220.55,4QC400M500U025B,5X4,QFN,Selective PPF,560.0,,1,1
FR1583,3.0,502.72,NQC500E500X032U,5X5,SFS,,440.0,,0,0
FR1590,3.0,452.38,NQ-500E5001020E,5X5,SLP,Copper ,440.0,Step Cut,3,3
FR1634,5.0,232.59,TQC500E500U031U,5X5,QFN,Copper ,440.0,,12,12
FR1637,5.0,138.19,TQ-900E900B064E,9X9,QFN,Copper ,120.0,,5,5
FR1653,5.0,255.26,TDC400E300B014A,3X4,QFN,Copper ,910.0,,2,2
FR1683,5.0,190.32,NQ-600E600A052K,6X6,QFN,Copper ,315.0,,9,9
FR1706,3.0,637.66,NDC300E350X010U,3X3.5,SFS,,1040.0,,0,0
FR1715,3.0,195.59,ND-700S500Z004D,5X7,QFN,Full PPF,320.0,,1,1
FR1745,5.0,192.57,TQZ500M600U039U,5X6,QFN,Copper ,360.0,,6,5
FR1747,5.0,152.01,NQC700E700A056K,7X7,QFN,Copper ,240.0,,5,4
FR1752,5.0,190.32,TQC600M600U048U,6X6,QFN,Copper ,315.0,,9,9
FR1768,5.0,192.57,TQ-500E600B036K,5X6,QFN,Copper ,360.0,,6,5
FR1771,5.0,249.52,TD-300E300B010A,3X3,QFN,Copper ,1170.0,,5,5
FR1795,3.0,293.16,MDC300E300B012D,3X3,QFN,Full PPF,1170.0,,7,6
FR1805,5.0,343.77,TQC400M500U024U,4X5,QFN,Copper ,560.0,,2,2
FR1806,3.0,148.24,NDC800E800Z008B,8X8,QFN,Full PPF,175.0,,2,2
FR1813,5.0,232.59,TQC500M500U031U,5X5,QFN,Copper ,440.0,,12,12
FR1819,5.0,210.63,4Q-400M600S034U,6X4,QFN,Copper ,450.0,,3,3
FR1832,5.0,353.21,4Q-400M500U030U,5X4,QFN,Copper ,560.0,,3,3
FR1837,5.0,210.63,4Q-400E600U034U,6X4,QFN,Copper ,450.0,,3,3
FR1850,5.0,353.21,TQ-400M500U024U,5X4,QFN,Copper ,560.0,,3,3
FR1862,5.0,210.63,4Q-400E600U034U,6X4,QFN,Copper ,450.0,,3,3
FR4003,5.0,232.59,TQC500M500W031U,5X5,QFN,Copper ,440.0,,12,12
FR4006,5.0,158.24,NQ-900M9001064U,9X9,SLP,Copper ,120.0,Full Cut,2,2
FR4008,5.0,395.76,TDC200E2001006K,2X2,SLP,,2470.0,Full Cut,0,0
FR5001,3.0,347.38,TD-200E200C006D,2X2,QFN,Full PPF,2470.0,,5,5
FR5003,3.0,347.38,TD-200E200B008B,2X2,QFN,Full PPF,2470.0,,5,5
FR5005,3.0,220.63,NQ-500E500A040B,5X5,QFN,Full PPF,440.0,,10,10
FR5008,3.0,293.16,ND-300E300B010D,3X3,QFN,Full PPF,1170.0,,7,6
FR5020,3.0,293.16,ND-300E300C008P,3X3,QFN,Full PPF,1170.0,,7,6
FR5026,3.0,248.43000000000004,NQ-300Z300Z020T,3X3,QFN,Full PPF,0.0,,1,1
FR5028,1.0,340.72,ND-400E400D008Y,4X4,QFN,Full PPF,700.0,,2,2
FR5034,5.0,190.32,NQ-600E600A048U,6X6,QFN,Copper ,315.0,,9,9
FR5050,5.0,249.52,NQ-300E300B016Z,3X3,QFN,Copper ,1170.0,,5,5
FR5051,5.0,234.68,MD-400M400D008Z,4X4,QFN,Copper ,700.0,,11,11
FR5055,5.0,297.81,TD-300E2001010Z,2X3,SLP,,1710.0,Full Cut,0,0
FR5068,5.0,194.96,NQ-500E5001028Z,5X5,SLP,,440.0,Full Cut,0,0
FR5071,5.0,195.42999999999998,ND-500E4001016U,4X5,SLP,,550.0,Full Cut,0,0
FR5077,5.0,192.57,4DC600M500U012U,5X6,QFN,Copper ,360.0,,6,5
FR5078,5.0,192.57,4DC600M500U012U,5X6,QFN,Copper ,360.0,,6,5
FR5079,5.0,343.77,4DC500M400U018U,4X5,QFN,Copper ,560.0,,2,2
FR5083,5.0,160.14,NQ-500E5001032Z,5X5,SLP,,440.0,Full Cut,0,0
FR5084,5.0,226.75,TQ-300E4001020Z,4X3,SLP,,910.0,Full Cut,0,0
FR5088,5.0,158.24,NQ-900E9001064U,9X9,SLP,Copper ,120.0,Full Cut,2,2
FR5090,5.0,214.58,TD-300E3001012U,3X3,SLP,,1170.0,Full Cut,0,0
FR5111,5.0,215.33,TD-400E3001014U,3X4,SLP,,910.0,Full Cut,0,0
FR5123,3.0,480.62,NQ-600E600C032E,6X6,QFN,Copper ,315.0,,1,1
FR5124,3.0,452.38,NQ-500E5001020A,5X5,SLP,Copper ,440.0,Step Cut,3,3
FR5126,3.0,452.38,NQ-500E5001032E,5X5,SLP,Copper ,440.0,Step Cut,3,3
FR5127,3.0,245.43999999999997,NQ-900E9001064E,9X9,SLP,Copper ,120.0,Step Cut,1,1
FR5129,5.0,200.18,ND-450D3001014Z,3X4.5,SLP,,780.0,Full Cut,0,0
FR5131,5.0,214.76,NQ-550D3501024U,3.5X5.5,SLP,,560.0,Full Cut,0,0
FR5145,5.0,237.67,NQ-300E3001016Z,3X3,SLP,Copper ,1170.0,Full Cut,5,4
FR5147,5.0,185.34,NQ-500E5001032Z,5X5,SLP,,440.0,Full Cut,0,0
FR5150,5.0,232.59,5QC500S500U032U,5X5,QFN,Copper ,440.0,,12,12
FR5157,5.0,232.59,4QZ500M500U031U,5X5,QFN,Copper ,440.0,,12,12
FR5171,5.0,172.13,NQC350E4501020Z,4.5X3.5,SLP,,720.0,Full Cut,0,0
FR5174,3.0,243.67,NQ-350E450B020Y,4.5X3.5,QFN,Full PPF,660.0,,1,1
FR5177,5.0,200.04,4Q-500M600U041U,6X5,QFN,Copper ,360.0,,2,2
FR5193,5.0,210.94,NQ-400E4001024Z,4X4,SLP,Copper ,700.0,Full Cut,5,5
FR5209,5.0,232.59,TQ-500E500U032U,5X5,QFN,Copper ,440.0,,12,12
FR5210,3.0,331.21,TQ-500E600U039U,5X6,QFN,Copper ,360.0,,1,1
FR5222,5.0,200.04,TQC500M600U039U,6X5,QFN,Copper ,360.0,,2,2
FR5230,5.0,353.21,TQ-400E500U025U,5X4,QFN,Copper ,560.0,,3,3
FR6002,5.0,160.45,MQ-700E7001048A,7X7,SLP,Copper ,240.0,Full Cut,6,5
FR6009,5.0,205.44,ND-300E3001006A,3X3,SLP,,1170.0,Full Cut,0,0
FR6011,5.0,197.57,MQ-500E5001032A,5X5,SLP,Copper ,440.0,Full Cut,8,8
FR6014,5.0,197.57,NQ-500E5001032A,5X5,SLP,Copper ,440.0,Full Cut,8,8
FR6016,5.0,237.67,ND-300E3001008A,3X3,SLP,Copper ,1170.0,Full Cut,5,4
FR6022,5.0,197.79,MQC400E4001024A,4X4,SLP,,700.0,Full Cut,0,0
FR6026,5.0,196.28,TQ-400E5001028A,5X4,SLP,Copper ,550.0,Full Cut,2,2
FR6043,5.0,305.29,NDC200E2001008A,2X2,SLP,,2470.0,Full Cut,0,0
FR6053,5.0,210.94,NQ-400E4001024A,4X4,SLP,Copper ,700.0,Full Cut,5,5
FR6055,5.0,222.87,NQC400E4001024A,4X4,SLP,,700.0,Full Cut,0,0
FR6059,5.0,160.45,NQ-700E7001048A,7X7,SLP,Copper ,240.0,Full Cut,6,5
FR6063,5.0,192.85999999999999,TQ-500D5001032A,5X5,SLP,,440.0,Full Cut,0,0
FR6084,5.0,379.5,TD-170E2501002E,2.5X1.7,SLP,,2325.0,Full Cut,0,0
FR6096,5.0,201.57000000000002,TQ-300E4001020A,4X3,SLP,,910.0,Full Cut,0,0
FR6101,5.0,164.86,ND-500E6001008U,6X5,SLP,,385.0,Full Cut,0,0
FR6103,5.0,228.38,TQ-300E4001018C,4X3,SLP,,910.0,Full Cut,0,0
FR6104,5.0,306.4,TD-200E2001008A,2X2,SLP,,2470.0,Full Cut,0,0
FR6116,5.0,243.0,TD-300M2001010A,2X3,SLP,,1710.0,Full Cut,0,0
FR6122,5.0,211.68,TQ-300E4001020A,4X3,SLP,,910.0,Full Cut,0,0
FR6131,5.0,154.52,NQ-A00EA001072U,10X10,SLP,,120.0,Full Cut,0,0
FR6133,5.0,166.29999999999998,TQ-700E7001048K,7X7,SLP,,240.0,Full Cut,0,0
FR6134,5.0,234.68,TQ-400E400B026C,4X4,QFN,Copper ,700.0,,11,11
FR6140,5.0,237.67,NDC300E3001010A,3X3,SLP,Copper ,1170.0,Full Cut,5,4
FR6146,5.0,479.33,TQ-200E2001012N,2X2,SLP,,2470.0,Full Cut,0,0
FR6164,5.0,151.12,NQ-900E9001064A,9X9,SLP,,120.0,Full Cut,0,0
FR6170,5.0,204.82,TQ-425E4251022C,4.25X4.25,SLP,,540.0,Full Cut,0,0
FR6195,5.0,275.87,TQ-500E5001032K,5X5,SLP,,440.0,Full Cut,0,0
FR7003,3.0,842.5,TD-200D2001006A,2X2,SLP,Copper ,2250.0,Step Cut,1,1
FR8038,1.0,245.29,NQC900E900A080B,9X9,QFN,Full PPF,120.0,,1,1
FRA001,5.0,234.68,NQC400E400A032K,4X4,QFN,Copper ,700.0,,11,11
FRA028,5.0,353.61,TD-200E200B006A,2X2,QFN,Copper ,2470.0,,6,6
FRA030,5.0,232.59,TQ-500E500B032A,5X5,QFN,Copper ,440.0,,12,12
FRA038,5.0,249.75,TD-500M300B016K,3X5,QFN,Copper ,715.0,,3,3
FRA039,5.0,285.88,TD-600D300B022K,6X3,QFN,Copper ,585.0,,1,1
FRA058,5.0,190.32,TQ-600E600B040K,6X6,QFN,Copper ,315.0,,9,9
FRA059,5.0,190.89,NQ-400E4001022K,4X4,SLP,,700.0,Full Cut,0,0
FRA065,5.0,185.94,TDC330E330C008U,3.3X3.3,QFN,Copper ,880.0,,1,1
FRA066,5.0,196.28,NQ-400E5001022C,5X4,SLP,Copper ,550.0,Full Cut,2,2
FRA067,5.0,156.29,TQ-500E900A058K,5X9,QFN,Copper ,240.0,,1,1
FRA068,5.0,249.75,TD-500D300B016K,3X5,QFN,Copper ,715.0,,3,3
FRA077,5.0,206.14,TQ-500E700B038K,5X7,QFN,Copper ,320.0,,1,1
FRA092,5.0,159.59,NQCA00EA001072U,10X10,SLP,Copper ,120.0,Full Cut,1,1
FRA109,5.0,189.13,TQ-350E3751017W,3.5X3.75,SLP,Copper ,770.0,Full Cut,1,1
FRA111,5.0,236.07,NDG300E220Z004K,3X2.2,QFN,Copper ,1530.0,,1,1
FRA123,5.0,287.42,TD-300E2001010K,2X3,SLP,,1710.0,Full Cut,0,0
FRA131,5.0,136.45,TQCA00MA001088U,10X10,SLP,,120.0,Full Cut,0,0
FRA132,5.0,187.91,TQCA00MA001072U,10X10,SLP,,120.0,Full Cut,0,0
FRA149,5.0,353.61,TQ-200E200M010N,2X2,QFN,Copper ,2470.0,,6,6
FRA150,5.0,200.9,MQD350E4501016N,4.5X3.5,SLP,,660.0,Full Cut,0,0
FRA159,5.0,224.7,NQ-400E3501014N,3.5X4,SLP,,770.0,Full Cut,0,0
FRA162,5.0,352.28,NQ-200E2001009C,2X2,SLP,,2470.0,Full Cut,0,0
FRA163,5.0,188.76,NQ-550E5001032N,5X5.5,SLP,,385.0,Full Cut,0,0
FRA164,5.0,292.33,NQ-300E2001009N,3X2,SLP,,1690.0,Full Cut,0,0
FRV001,5.0,192.57,TQ-500E600U039W,5X6,QFN,Copper ,360.0,,6,5
FRV003,5.0,192.57,TQC500E600M039U,5X6,QFN,Copper ,360.0,,6,5
FU0003,3.0,344.1,UQ-140E180A010D,1.8X1.4,QFN,Full PPF,3600.0,,1,1
FU0029,3.0,220.63,UQ-500E500B032D,5X5,QFN,Full PPF,440.0,,10,10
FU0054,5.0,232.59,UQ-500E500A040A,5X5,QFN,Copper ,440.0,,12,12
FU0151,5.0,234.68,UQ-400E400A032A,4X4,QFN,Copper ,700.0,,11,11
FU0174,3.0,745.37,UD-200E300B008A,3X2,QFN,Copper ,1690.0,,1,1
FU0207,3.0,244.72,UQ-400E400B024P,4X4,QFN,Full PPF,700.0,,3,3
FU0219,3.0,347.38,UD-200E200C006P,2X2,QFN,Full PPF,2470.0,,5,5
FU0227,3.0,234.23,XQ-405E450A038P,4.5X4.05,QFN,Full PPF,600.0,,1,1
FU0242,3.0,220.63,IQC500E500A040P,5X5,QFN,Full PPF,440.0,,10,10
