FRAME_STOCK,SPEED (IPS),TIME/STRIP,PACKAGE_CODE,Package size ,Package group,Frame type ,Unit/strip,Process,Before_Outlier,After_Outlier
FR5034,5.0,161.17,NQ-600E600A048U,6X6,QFN,Copper ,315.0,,5.0,5.0
FR5077,5.0,183.89,4DC600M500U012U,5X6,QFN,Copper ,360.0,,6.0,5.0
FR5127,3.0,239.04,NQ-900E9001064E,9X9,SLP,Full PPF,120.0,Step Cut,1.0,1.0
FR5150,5.0,224.32,5QC500S500U032U,5X5,QFN,Copper ,440.0,,5.0,4.0
FR5177,5.0,172.04,4Q-500M600U041U,6X5,QFN,Copper ,360.0,,2.0,2.0
FR5202,5.0,183.89,TQ-500E600U039U,5X6,QFN,Copper ,360.0,,6.0,5.0
FR5210,5.0,183.89,TQ-500E600U039U,5X6,QFN,Copper ,360.0,,6.0,5.0
FR5222,5.0,172.04,TQC500M600U039U,6X5,QFN,Copper ,360.0,,2.0,2.0
FR5230,5.0,181.92,TQ-400E500U025U,5X4,QFN,Copper ,560.0,,3.0,3.0
FR6134,5.0,212.58,TQ-400E400B026C,4X4,QFN,Copper ,700.0,,10.0,10.0
FRA001,5.0,212.58,NQC400E400A032K,4X4,QFN,Copper ,700.0,,10.0,10.0
FRA065,5.0,200.43,TDC330E330C008U,3.3X3.3,QFN,Copper ,880.0,,1.0,1.0
FRA068,5.0,657.33,TD-500D300B016K,3X5,QFN,Copper ,715.0,,1.0,1.0
FRV003,5.0,183.89,TQC500E600M039U,5X6,QFN,Copper ,360.0,,6.0,5.0
FU0003,3.0,542.07,UQ-140E180A010D,1.8X1.4,QFN,Full PPF,3600.0,,2.0,2.0
FU0017,3.0,370.85,UD-200E200C006D,2X2,QFN,Full PPF,2470.0,,7.0,7.0
FU0024,3.0,537.29,UD-120E100A006D,1X1.2,QFN,Full PPF,6765.0,,1.0,1.0
FU0026,5.0,212.58,UQ-400D400A028A,4X4,QFN,Copper ,700.0,,10.0,10.0
FU0029,3.0,238.42,UQ-500E500B032D,5X5,QFN,Full PPF,440.0,,3.0,3.0
FU0054,5.0,224.32,UQ-500E500A040A,5X5,QFN,Copper ,440.0,,5.0,4.0
FU0111,5.0,212.58,UQ-400E400C016A,4X4,QFN,Copper ,700.0,,10.0,10.0
FU0126,3.0,350.54,UQ-300E300B016P,3X3,QFN,Full PPF,1170.0,,3.0,3.0
FU0144,3.0,370.85,UD-200E200B008D,2X2,QFN,Full PPF,2470.0,,7.0,7.0
FU0151,5.0,212.58,UQ-400E400A032A,4X4,QFN,Copper ,700.0,,10.0,10.0
FU0153,3.0,329.23,UQC250E250A016P,2.5X2.5,QFN,Full PPF,1650.0,,2.0,2.0
FU0184,3.0,542.07,UQ-140E180A010P,1.8X1.4,QFN,Full PPF,3600.0,,2.0,2.0
FU0186,3.0,392.35,UD-260E260B008D,2.6X2.6,QFN,Full PPF,1575.0,,1.0,1.0
FU0207,3.0,235.02,UQ-400E400B024P,4X4,QFN,Full PPF,700.0,,5.0,5.0
FU0209,3.0,822.87,UD-110E070A006P,0.7X1.1,QFN,Full PPF,9460.0,,1.0,1.0
FU0212,3.0,361.31,XQ-450E285A032P,2.85X4.5,QFN,Full PPF,840.0,,1.0,1.0
FU0214,5.0,212.58,UQ-400E400A028A,4X4,QFN,Copper ,700.0,,10.0,10.0
FU0219,3.0,370.85,UD-200E200C006P,2X2,QFN,Full PPF,2470.0,,7.0,7.0
FU0227,3.0,233.25,XQ-405E450A038P,4.5X4.05,QFN,Full PPF,600.0,,1.0,1.0
FU0242,3.0,238.42,IQC500E500A040P,5X5,QFN,Full PPF,440.0,,3.0,3.0
FU0245,3.0,380.98,XD-200E250B008D,2X2.5,QFN,Full PPF,1950.0,,1.0,1.0
FU0248,5.0,515.73,XD-150E150B006C,1.5X1.5,QFN,Copper ,4080.0,,1.0,1.0
FU0256,5.0,573.34,XD-150E110B006C,1.5X1.1,QFN,Copper ,5270.0,,1.0,1.0
FU0264,3.0,574.94,IQ-250S300Z012D,2.5X3,QFN,Full PPF,1350.0,,1.0,1.0
FU0267,5.0,421.86,XD-150E120B006C,1.5X1.2,QFN,Copper ,4920.0,,1.0,1.0
FU0277,3.0,329.23,UQC250E250L024D,2.5X2.5,QFN,Full PPF,1650.0,,2.0,2.0
FU0302,3.0,489.51,XQ-160E160A012N,1.6X1.6,QFN,Full PPF,3680.0,,1.0,1.0
FU0308,3.0,370.85,UD-200E200A010D,2X2,QFN,Full PPF,2470.0,,7.0,7.0
FU0316,3.0,514.78,XD-150E200B006D,1.5X2,QFN,Full PPF,3230.0,,1.0,1.0
nan_sp,4.0,283.08,,,NAN,,,,,
