FRAME_STOCK,SPEED (IPS),TIME/STRIP,PACKAGE_CODE,Package size ,Package group,Frame type ,Unit/strip,Process,Before_Outlier,After_Outlier
FR0521,3.0,230.8,ND-700M500R006P,5X7,QFN,Full PPF,320.0,,2,2
FR0532,5.0,189.73,MQ-900E900B064A,9X9,QFN,Copper ,120.0,,7,7
FR0574,3.0,253.92,ND-500E600G008D,6X5,QFN,Full PPF,385.0,,1,1
FR0601,5.0,268.08,NQ-400E4001020A,4X4,SLP,Copper ,700.0,Full Cut,6,5
FR0603,5.0,304.16,ND-300E300C008D,3X3,QFN,Copper ,1170.0,,5,3
FR0624,3.0,221.49,NQ-800E800B056D,8X8,QFN,Full PPF,175.0,,4,4
FR0643,5.0,234.02,NQ-500E5001032A,5X5,SLP,Copper ,440.0,Full Cut,9,9
FR0661,5.0,304.16,NQC300E300B016U,3X3,QFN,Copper ,1170.0,,5,3
FR0694,3.0,484.37,TD-200S160Z004D,1.6X2,QFN,Full PPF,2990.0,,1,1
FR0695,5.0,371.86,ND-280E160D004A,1.6X2.8,QFN,Copper ,2300.0,,1,1
FR0699,5.0,234.02,MQC500E5001032A,5X5,SLP,Copper ,440.0,Full Cut,9,9
FR0726,5.0,294.54,NQ-300E3001020A,3X3,SLP,Copper ,1170.0,Full Cut,4,3
FR0737,3.0,405.81,TD-200E200C006D,2X2,QFN,Full PPF,2470.0,,2,2
FR0738,3.0,232.93,NQ-700E700B048D,7X7,QFN,Full PPF,240.0,,4,3
FR0751,5.0,234.02,NQ-500E5001032A,5X5,SLP,Copper ,440.0,Full Cut,9,9
FR0773,5.0,281.97,ND-400E3001012A,3X4,SLP,Copper ,910.0,Full Cut,1,1
FR0784,3.0,350.53,MQ-300S300B016P,3X3,QFN,Full PPF,1170.0,,4,3
FR0785,5.0,268.08,MQ-400E4001024A,4X4,SLP,Copper ,700.0,Full Cut,6,5
FR0800,3.0,350.53,TDC300M300C008P,3X3,QFN,Full PPF,1170.0,,4,3
FR0806,5.0,189.73,NQ-900E900B064A,9X9,QFN,Copper ,120.0,,7,7
FR0868,3.0,370.03,MQD400E650Z022C,6.5X4,QFN,Full PPF,450.0,,1,1
FR0875,3.0,232.93,NQ-700E700A056P,7X7,QFN,Full PPF,240.0,,4,3
FR0888,3.0,256.8,NQ-500E500B032D,5X5,QFN,Full PPF,440.0,,4,4
FR0898,3.0,256.8,NQ-500E500B028D,5X5,QFN,Full PPF,440.0,,4,4
FR0929,3.0,259.3,MQ-600M600B040B,6X6,QFN,Full PPF,315.0,,2,2
FR0944,5.0,234.02,NQ-500E5001028A,5X5,SLP,Copper ,440.0,Full Cut,9,9
FR0945,5.0,234.02,NQ-500E5001032A,5X5,SLP,Copper ,440.0,Full Cut,9,9
FR0958,3.0,302.88,NQ-400E400B020D,4X4,QFN,Full PPF,700.0,,5,5
FR0968,5.0,203.16,NQ-600E600B036A,6X6,QFN,Copper ,315.0,,6,6
FR0969,5.0,206.88,MQC700E700B048A,7X7,QFN,Copper ,240.0,Full Cut,6,6
FR0979,3.0,350.53,TQ-300E300B016A,3X3,QFN,Full PPF,1170.0,,4,3
FR0986,3.0,280.15,MQD415E600Z015C,6X4.15,QFN,Full PPF,405.0,,1,1
FR0989,5.0,185.86,NQ-700E7001048A,7X7,SLP,Copper ,240.0,Full Cut,2,2
FR1010,5.0,397.68,ND-200E300B008A,3X2,QFN,Copper ,1690.0,,2,2
FR1082,5.0,206.88,MQC700E700B048A,7X7,QFN,Copper ,240.0,,6,6
FR1091,5.0,241.98,NQ-500E500D016A,5X5,QFN,Copper ,440.0,,13,11
FR1120,5.0,265.64,ND-350E430C008A,4.3X3.5,QFN,Copper ,720.0,,1,1
FR1128,5.0,241.98,NQ-500E500A040A,5X5,QFN,Copper ,440.0,,13,11
FR1141,5.0,268.08,NQ-400E4001024A,4X4,SLP,Copper ,700.0,Full Cut,6,5
FR1152,5.0,218.91,NQ-500E5001032A,5X5,SLP,,440.0,Full Cut,0,0
FR1164,5.0,196.69,NQC800E800B048A,8X8,QFN,Copper ,175.0,,4,4
FR1168,5.0,201.14,NQ-700E7001048A,7X7,SLP,,240.0,Full Cut,0,0
FR1170,5.0,439.8,TD-170E2501002A,2.5X1.7,SLP,,2325.0,Full Cut,0,0
FR1177,5.0,214.69,TQ-500E800Z040A,8X5,QFN,Copper ,280.0,,1,1
FR1182,5.0,355.72,TD-200E2001006A,2X2,SLP,Copper ,2470.0,Full Cut,1,1
FR1192,5.0,234.02,NQ-500E5001024A,5X5,SLP,Copper ,440.0,Full Cut,9,9
FR1194,3.0,256.8,MQ-500D500B032P,5X5,QFN,Full PPF,440.0,,4,4
FR1203,5.0,354.72,TD-300E200B010A,2X3,QFN,Copper ,1710.0,,1,1
FR1224,5.0,271.05,TQC400E400B024A,4X4,QFN,Copper ,700.0,,8,8
FR1229,3.0,259.3,NQ-600E600B040D,6X6,QFN,Full PPF,315.0,,2,2
FR1230,5.0,400.17,TD-300M200B010P,2X3,QFN,Copper ,1170.0,,1,1
FR1234,3.0,293.86,NQ-400E450B026F,4.5X4,QFN,Full PPF,600.0,,1,1
FR1258,5.0,238.59,ND-450D3001014A,3X4.5,SLP,,780.0,Full Cut,0,0
FR1263,5.0,196.68,NQ-700E7001048A,7X7,SLP,,240.0,Full Cut,0,0
FR1266,5.0,239.85,TD-500E400B016A,4X5,QFN,Copper ,550.0,,1,1
FR1327,5.0,185.86,NQ-700E7001048A,7X7,SLP,Copper ,240.0,Full Cut,2,2
FR1392,5.0,348.46,TD-200E2001006A,2X2,SLP,,2470.0,Full Cut,0,0
FR1414,5.0,328.82,TD-300D2001012A,2X3,SLP,,1710.0,Full Cut,0,0
FR1420,5.0,234.65,TQ-350D900B042A,9X3.5,QFN,Copper ,330.0,,1,1
FR1441,5.0,325.95,TD-300E2001010A,2X3,SLP,,1710.0,Full Cut,0,0
FR1442,5.0,294.54,NQ-300E3001016A,3X3,SLP,Copper ,1170.0,Full Cut,4,3
FR1451,5.0,267.75,TQ-250E450A030A,4.5X2.5,QFN,Copper ,900.0,,1,1
FR1456,5.0,238.4,NQP400E3501014C,3.5X4,SLP,,770.0,Full Cut,0,0
FR1492,5.0,241.98,TQ-500E500C020A,5X5,QFN,Copper ,440.0,,13,11
FR1500,5.0,222.86,ND-500E600G008A,6X5,QFN,Copper ,385.0,,2,2
FR1504,5.0,271.05,TQ-400E400B024A,4X4,QFN,Copper ,700.0,,8,8
FR1508,5.0,304.16,ND-300E300B012A,3X3,QFN,Copper ,1170.0,,5,3
FR1518,5.0,355.0,TD-200E200C006A,2X2,QFN,Copper ,2470.0,,1,1
FR1522,5.0,317.0,TD-500E300B016A,3X5,QFN,Copper ,715.0,,2,2
FR1528,5.0,206.88,TQ-700E700B048A,7X7,QFN,Copper ,240.0,,6,6
FR1536,5.0,271.05,NQC400E400A032A,4X4,QFN,Copper ,700.0,,8,8
FR1538,5.0,193.0,TQ-700EB00B064A,11X7,QFN,Copper ,150.0,,1,1
FR1579,4.0,271.74,4QC400M500U025B,5X4,QFN,Selective PPF,560.0,,1,1
FR1618,5.0,196.69,NDC800E800Z008A,8X8,QFN,Copper ,175.0,,4,4
FR1634,5.0,241.98,TQC500E500U031U,5X5,QFN,Copper ,440.0,,13,11
FR1653,5.0,287.73,TDC400E300B014A,3X4,QFN,Copper ,910.0,,1,1
FR1662,3.0,302.88,NQC400S400A032D,4X4,QFN,Full PPF,700.0,,5,5
FR1691,3.0,232.93,NQ-700E700A052D,7X7,QFN,Full PPF,240.0,,4,3
FR1698,5.0,241.98,TQ-500M500U032U,5X5,QFN,Copper ,440.0,,13,11
FR1704,5.0,196.69,NDC800E800Z008A,8X8,QFN,Copper ,175.0,,4,4
FR1715,3.0,230.8,ND-700S500Z004D,5X7,QFN,Full PPF,320.0,,2,2
FR1745,5.0,233.76,TQZ500M600U039U,5X6,QFN,Copper ,360.0,,7,6
FR1747,5.0,206.88,NQC700E700A056K,7X7,QFN,Copper ,240.0,,6,6
FR1752,5.0,203.16,TQC600M600U048U,6X6,QFN,Copper ,315.0,,6,6
FR1758,3.0,302.88,NQC400E400B022D,4X4,QFN,Full PPF,700.0,,5,5
FR1761,3.0,271.82,NDC500E600G008D,5X6,QFN,Full PPF,385.0,,1,1
FR1768,5.0,233.76,TQ-500E600B036K,5X6,QFN,Copper ,360.0,,7,6
FR1771,5.0,304.16,TD-300E300B010A,3X3,QFN,Copper ,1170.0,,5,3
FR1805,5.0,246.26,TQC400M500U024U,4X5,QFN,Copper ,560.0,,2,2
FR1806,3.0,221.49,NDC800E800Z008B,8X8,QFN,Full PPF,175.0,,4,4
FR1813,5.0,241.98,TQC500M500U031U,5X5,QFN,Copper ,440.0,,13,11
FR1819,5.0,238.54,4Q-400M600S034U,6X4,QFN,Copper ,450.0,,1,1
FR1850,5.0,264.42,TQ-400M500U024U,5X4,QFN,Copper ,560.0,,2,2
FR4003,5.0,241.98,TQC500M500W031U,5X5,QFN,Copper ,440.0,,13,11
FR4006,5.0,179.83,NQ-900M9001064U,9X9,SLP,Copper ,120.0,Full Cut,3,3
FR4008,5.0,355.13,TDC200E2001006K,2X2,SLP,,2470.0,Full Cut,0,0
FR5001,3.0,405.81,TD-200E200C006D,2X2,QFN,Full PPF,2470.0,,2,2
FR5008,3.0,350.53,ND-300E300B010D,3X3,QFN,Full PPF,1170.0,,4,3
FR5022,3.0,232.93,NQC700E700A056D,7X7,QFN,Full PPF,240.0,,4,3
FR5026,3.0,280.44,NQ-300Z300Z020T,3X3,QFN,Full PPF,0.0,,1,1
FR5028,3.0,302.88,ND-400E400D008Y,4X4,QFN,Full PPF,700.0,,5,5
FR5055,5.0,302.8,TD-300E2001010Z,2X3,SLP,,1710.0,Full Cut,0,0
FR5077,5.0,233.76,4DC600M500U012U,5X6,QFN,Copper ,360.0,,7,6
FR5078,5.0,233.76,4DC600M500U012U,5X6,QFN,Copper ,360.0,,7,6
FR5079,5.0,246.26,4DC500M400U018U,4X5,QFN,Copper ,560.0,,2,2
FR5088,5.0,179.83,NQ-900E9001064U,9X9,SLP,Copper ,120.0,Full Cut,3,3
FR5127,5.0,179.83,NQ-900E9001064E,9X9,SLP,Copper ,120.0,Full Cut,3,3
FR5145,5.0,294.54,NQ-300E3001016Z,3X3,SLP,Copper ,1170.0,Full Cut,4,3
FR5147,5.0,219.97,NQ-500E5001032Z,5X5,SLP,,440.0,Full Cut,0,0
FR5150,5.0,241.98,5QC500S500U032U,5X5,QFN,Copper ,440.0,,13,11
FR5174,3.0,349.51,NQ-350E450B020Y,4.5X3.5,QFN,Full PPF,660.0,,1,1
FR5177,5.0,219.6,4Q-500M600U041U,6X5,QFN,Copper ,360.0,,1,1
FR5193,5.0,268.08,NQ-400E4001024Z,4X4,SLP,Copper ,700.0,Full Cut,6,5
FR5202,5.0,233.76,TQ-500E600U039U,5X6,QFN,Copper ,360.0,,7,6
FR5209,5.0,241.98,TQ-500E500U032U,5X5,QFN,Copper ,440.0,,13,11
FR5210,5.0,233.76,TQ-500E600U039U,5X6,QFN,Copper ,360.0,,7,6
FR5230,5.0,264.42,TQ-400E500U025U,5X4,QFN,Copper ,560.0,,2,2
FR6014,5.0,234.02,NQ-500E5001032A,5X5,SLP,Copper ,440.0,Full Cut,9,9
FR6016,5.0,294.54,ND-300E3001008A,3X3,SLP,Copper ,1170.0,Full Cut,4,3
FR6026,5.0,244.68,TQ-400E5001028A,5X4,SLP,Copper ,550.0,Full Cut,2,2
FR6053,5.0,268.08,NQ-400E4001024A,4X4,SLP,Copper ,700.0,Full Cut,6,5
FR6104,5.0,336.53,TD-200E2001008A,2X2,SLP,,2470.0,Full Cut,0,0
FR6131,5.0,146.62,NQ-A00EA001072U,10X10,SLP,,120.0,Full Cut,0,0
FR6133,5.0,182.02,TQ-700E7001048K,7X7,SLP,,240.0,Full Cut,0,0
FR6134,5.0,271.05,TQ-400E400B026C,4X4,QFN,Copper ,700.0,,8,8
FR6164,5.0,161.37,NQ-900E9001064A,9X9,SLP,,120.0,Full Cut,0,0
FR6170,5.0,207.42,TQ-425E4251022C,4.25X4.25,SLP,,540.0,Full Cut,0,0
FR6195,5.0,283.87,TQ-500E5001032K,5X5,SLP,,440.0,Full Cut,0,0
FR7021,3.0,316.34,MQD375E600Z016C,6X3.75,QFN,Full PPF,450.0,,1,1
FR8022,5.0,189.73,NQ-900E900B064U,9X9,QFN,Copper ,120.0,,7,7
FR8026,5.0,189.73,NQ-900E900B064Z,9X9,QFN,Copper ,120.0,,7,7
FR8035,5.0,162.93,NQCA00EA001072U,10X10,SLP,Copper ,120.0,Full Cut,1,1
FRA039,5.0,256.94,TD-600D300B022K,6X3,QFN,Copper ,585.0,,1,1
FRA058,5.0,203.16,TQ-600E600B040K,6X6,QFN,Copper ,315.0,,6,6
FRA065,5.0,312.15,TDC330E330C008U,3.3X3.3,QFN,Copper ,880.0,,1,1
FRA066,5.0,244.68,NQ-400E5001022C,5X4,SLP,Copper ,550.0,Full Cut,2,2
FRA068,5.0,317.0,TD-500D300B016K,3X5,QFN,Copper ,715.0,,2,2
FRA076,5.0,314.29,TQ-700M7001048K,7X7,SLP,,240.0,Full Cut,0,0
FRA111,5.0,356.67,NDG300E220Z004K,3X2.2,QFN,Copper ,1530.0,,1,1
FRA159,5.0,274.84,NQ-400E3501014N,3.5X4,SLP,,770.0,Full Cut,0,0
FRV003,5.0,233.76,TQC500E600M039U,5X6,QFN,Copper ,360.0,,7,6
FU0029,3.0,256.8,UQ-500E500B032D,5X5,QFN,Full PPF,440.0,,4,4
FU0302,3.0,590.52,XQ-160E160A012N,1.6X1.6,QFN,Full PPF,3680.0,,1,1
FW0009,3.0,192.47,SQ-900E900Z100D,9X9,QFN,Full PPF,120.0,,1,1
nan_sp,5.0,332.61,,,NAN,,,,0,0
