FRAME_STOCK,SPEED,TIME/STRIP,PACKAGE_CODE,Package size ,Package group,Lead frame,Unit/strip,Strip/lot
FU0227,3.0,260.77,XQ-405E450A038P,4.5X4.05,QFN,PPF,600.0,20.0
FU0227,3.0,260.77,XQC405E450A038P,4.5X4.05,QFN,PPF,600.0,40.0
FU0242,3.0,176.96,IQC500E500A040P,5X5,QFN,PPF,440.0,20.0
FU0242,3.0,176.96,UQC500E500A040D,5X5,QFN,PPF,440.0,30.0
FU0242,3.0,176.96,UQC500E500A040J,5X5,QFN,PPF,440.0,30.0
FU0242,3.0,176.96,UQC500E500A040P,5X5,QFN,PPF,440.0,30.0
FU0248,5.0,409.46,XD-150E150B006C,1.5X1.5,QFN,Cu,4080.0,40.0
FU0248,5.0,409.46,XD-150E150B006N,1.5X1.5,QFN,Cu,4080.0,40.0
FUF012,3.0,390.54,UQ-160K210B010P,2.1X1.6,QFN,PPF,2640.0,12.0
FUF015,3.0,291.63,UQ-180E260A016P,2.6X1.8,QFN,PPF,2100.0,18.0
FUF015,3.0,291.63,UQ-180K260A016D,2.6X1.8,QFN,PPF,2000.0,18.0
FUF015,3.0,291.63,UQ-180K260A016P,2.6X1.8,QFN,PPF,2000.0,18.0
FUF015,3.0,291.63,UQ-180Z260A016P,2.6X1.8,QFN,PPF,2000.0,18.0
FUF015,3.0,291.63,UQC180E260A016D,2.6X1.8,QFN,PPF,2000.0,18.0
FUF015,3.0,291.63,UQC180K260A016D,2.6X1.8,QFN,PPF,2000.0,20.0
